cluster_id,cluster_type,genome_id,file_name,gene_name,start_position,end_position,gene_type,system_size,candidate_count,multi_label,binary_confidence
202104TB-W46-N1_bin.12.purify_k141_771011_12531-16882,HYBRID,202104TB-W46-N1_bin.12.purify_k141_771011,202104TB-W46-N1_bin.12.purify.fasta,202104TB-W46-N1_bin.12.purify_k141_771011_10,15311,16882,known_defense,4,1,Septu__PtuA,0.9999849796295166
202104TB-W46-N1_bin.14.purify_k141_250860_461-4645,HYBRID,202104TB-W46-N1_bin.14.purify_k141_250860,202104TB-W46-N1_bin.14.purify.fasta,202104TB-W46-N1_bin.14.purify_k141_250860_2,461,1447,candidate,2,1,other,0.9999958276748656
202104TB-W46-N1_bin.14.purify_k141_250860_461-4645,HYBRID,202104TB-W46-N1_bin.14.purify_k141_250860,202104TB-W46-N1_bin.14.purify.fasta,202104TB-W46-N1_bin.14.purify_k141_250860_3,1466,4645,known_defense,2,1,Avs_III__Avs3A,0.9999891519546508
202104TB-W46-N1_bin.14.purify_k141_475996_2474-3451,HYBRID,202104TB-W46-N1_bin.14.purify_k141_475996,202104TB-W46-N1_bin.14.purify.fasta,202104TB-W46-N1_bin.14.purify_k141_475996_3,2474,2707,known_defense,2,1,MazEF__MazE,0.9964141249656676
202104TB-W46-N1_bin.14.purify_k141_475996_2474-3451,HYBRID,202104TB-W46-N1_bin.14.purify_k141_475996,202104TB-W46-N1_bin.14.purify.fasta,202104TB-W46-N1_bin.14.purify_k141_475996_4,2756,3451,candidate,2,1,other,0.9995792508125304
202104TB-W45-N1_bin.8.purify_k141_421605_6667-8105,PURE_CANDIDATE,202104TB-W45-N1_bin.8.purify_k141_421605,202104TB-W45-N1_bin.8.purify.fasta,202104TB-W45-N1_bin.8.purify_k141_421605_6,6667,7473,candidate,2,1,other,0.9952057003974916
202104TB-W45-N1_bin.8.purify_k141_421605_6667-8105,PURE_CANDIDATE,202104TB-W45-N1_bin.8.purify_k141_421605,202104TB-W45-N1_bin.8.purify.fasta,202104TB-W45-N1_bin.8.purify_k141_421605_7,7470,8105,known_defense,2,1,other,0.9842175245285034
202104TB-W45-N1_bin.8.purify_k141_268998_19550-21963,PURE_CANDIDATE,202104TB-W45-N1_bin.8.purify_k141_268998,202104TB-W45-N1_bin.8.purify.fasta,202104TB-W45-N1_bin.8.purify_k141_268998_24,19550,20218,candidate,2,2,other,0.9985356330871582
202104TB-W45-N1_bin.8.purify_k141_268998_19550-21963,PURE_CANDIDATE,202104TB-W45-N1_bin.8.purify_k141_268998,202104TB-W45-N1_bin.8.purify.fasta,202104TB-W45-N1_bin.8.purify_k141_268998_25,20233,21963,candidate,2,2,other,0.9985480904579164
202104TB-W46-N1_bin.17.purify_k141_21926_4032-6089,PURE_CANDIDATE,202104TB-W46-N1_bin.17.purify_k141_21926,202104TB-W46-N1_bin.17.purify.fasta,202104TB-W46-N1_bin.17.purify_k141_21926_7,4032,4976,candidate,2,2,other,0.9998657703399658
202104TB-W46-N1_bin.17.purify_k141_21926_4032-6089,PURE_CANDIDATE,202104TB-W46-N1_bin.17.purify_k141_21926,202104TB-W46-N1_bin.17.purify.fasta,202104TB-W46-N1_bin.17.purify_k141_21926_8,5145,6089,candidate,2,2,other,0.999731719493866
202104TB-W46-N1_bin.17.purify_k141_604131_4382-8109,PURE_CANDIDATE,202104TB-W46-N1_bin.17.purify_k141_604131,202104TB-W46-N1_bin.17.purify.fasta,202104TB-W46-N1_bin.17.purify_k141_604131_7,4382,7351,candidate,2,1,other,0.9999810457229614
202104TB-W46-N1_bin.17.purify_k141_604131_4382-8109,PURE_CANDIDATE,202104TB-W46-N1_bin.17.purify_k141_604131,202104TB-W46-N1_bin.17.purify.fasta,202104TB-W46-N1_bin.17.purify_k141_604131_8,7378,8109,known_defense,2,1,other,0.7285788059234619
202104TB-W46-N1_bin.19.purify_k141_270715_1-2447,PURE_CANDIDATE,202104TB-W46-N1_bin.19.purify_k141_270715,202104TB-W46-N1_bin.19.purify.fasta,202104TB-W46-N1_bin.19.purify_k141_270715_1,1,294,known_defense,2,1,other,0.944277048110962
202104TB-W46-N1_bin.19.purify_k141_270715_1-2447,PURE_CANDIDATE,202104TB-W46-N1_bin.19.purify_k141_270715,202104TB-W46-N1_bin.19.purify.fasta,202104TB-W46-N1_bin.19.purify_k141_270715_2,444,2447,candidate,2,1,other,0.9992087483406068
202104TB-W46-N1_bin.19.purify_k141_366227_1260-2543,HYBRID,202104TB-W46-N1_bin.19.purify_k141_366227,202104TB-W46-N1_bin.19.purify.fasta,202104TB-W46-N1_bin.19.purify_k141_366227_3,1260,1868,known_defense,2,1,SpbK__SpbK,0.9999669790267944
202104TB-W46-N1_bin.19.purify_k141_366227_1260-2543,HYBRID,202104TB-W46-N1_bin.19.purify_k141_366227,202104TB-W46-N1_bin.19.purify.fasta,202104TB-W46-N1_bin.19.purify_k141_366227_4,1902,2543,candidate,2,1,other,0.9998127818107604
202104TB-W46-N1_bin.19.purify_k141_709495_2699-5721,PURE_CANDIDATE,202104TB-W46-N1_bin.19.purify_k141_709495,202104TB-W46-N1_bin.19.purify.fasta,202104TB-W46-N1_bin.19.purify_k141_709495_5,2699,4198,candidate,2,2,other,0.9998751878738404
202104TB-W46-N1_bin.19.purify_k141_709495_2699-5721,PURE_CANDIDATE,202104TB-W46-N1_bin.19.purify_k141_709495,202104TB-W46-N1_bin.19.purify.fasta,202104TB-W46-N1_bin.19.purify_k141_709495_6,4195,5721,candidate,2,2,other,0.9997662901878356
202104TB-W46-N1_bin.19.purify_k141_5653_4281-6381,HYBRID,202104TB-W46-N1_bin.19.purify_k141_5653,202104TB-W46-N1_bin.19.purify.fasta,202104TB-W46-N1_bin.19.purify_k141_5653_6,4281,5975,known_defense,2,1,RM_Type_II__Type_II_REases,0.999530792236328
202104TB-W46-N1_bin.19.purify_k141_5653_4281-6381,HYBRID,202104TB-W46-N1_bin.19.purify_k141_5653,202104TB-W46-N1_bin.19.purify.fasta,202104TB-W46-N1_bin.19.purify_k141_5653_7,6103,6381,candidate,2,1,other,0.996109664440155
202104TB-W46-N1_bin.19.purify_k141_234037_6892-13005,HYBRID,202104TB-W46-N1_bin.19.purify_k141_234037,202104TB-W46-N1_bin.19.purify.fasta,202104TB-W46-N1_bin.19.purify_k141_234037_10,6892,8091,known_defense,4,1,RM_Type_IV__Type_IV_REases,0.999536633491516
202104TB-W46-N1_bin.19.purify_k141_234037_6892-13005,HYBRID,202104TB-W46-N1_bin.19.purify_k141_234037,202104TB-W46-N1_bin.19.purify.fasta,202104TB-W46-N1_bin.19.purify_k141_234037_11,8097,10571,known_defense,4,1,RM_Type_IV__Type_IV_REases,0.9996614456176758
202104TB-W46-N1_bin.19.purify_k141_234037_6892-13005,HYBRID,202104TB-W46-N1_bin.19.purify_k141_234037,202104TB-W46-N1_bin.19.purify.fasta,202104TB-W46-N1_bin.19.purify_k141_234037_13,11156,12181,candidate,4,1,other,0.9973924160003662
202104TB-W46-N1_bin.19.purify_k141_234037_6892-13005,HYBRID,202104TB-W46-N1_bin.19.purify_k141_234037,202104TB-W46-N1_bin.19.purify.fasta,202104TB-W46-N1_bin.19.purify_k141_234037_14,12178,13005,known_defense,4,1,other,0.9744857549667358
202104TB-W46-N1_bin.29.purify_k141_378414_3-1997,HYBRID,202104TB-W46-N1_bin.29.purify_k141_378414,202104TB-W46-N1_bin.29.purify.fasta,202104TB-W46-N1_bin.29.purify_k141_378414_1,3,722,candidate,2,1,other,0.9998378753662108
202104TB-W46-N1_bin.29.purify_k141_378414_3-1997,HYBRID,202104TB-W46-N1_bin.29.purify_k141_378414,202104TB-W46-N1_bin.29.purify.fasta,202104TB-W46-N1_bin.29.purify_k141_378414_2,729,1997,known_defense,2,1,dGTPase__Sp_dGTPase,0.995457410812378
202104TB-W46-N1_bin.52.purify_k141_1216098_1041-2331,PURE_CANDIDATE,202104TB-W46-N1_bin.52.purify_k141_1216098,202104TB-W46-N1_bin.52.purify.fasta,202104TB-W46-N1_bin.52.purify_k141_1216098_3,1041,1397,candidate,2,1,other,0.9915422201156616
202104TB-W46-N1_bin.52.purify_k141_1216098_1041-2331,PURE_CANDIDATE,202104TB-W46-N1_bin.52.purify_k141_1216098,202104TB-W46-N1_bin.52.purify.fasta,202104TB-W46-N1_bin.52.purify_k141_1216098_4,1390,2331,known_defense,2,1,other,0.9676470756530762
202104TB-W46-N1_bin.53.purify_k141_669238_3962-4992,PURE_CANDIDATE,202104TB-W46-N1_bin.53.purify_k141_669238,202104TB-W46-N1_bin.53.purify.fasta,202104TB-W46-N1_bin.53.purify_k141_669238_7,3962,4639,known_defense,2,1,other,0.963649034500122
202104TB-W46-N1_bin.53.purify_k141_669238_3962-4992,PURE_CANDIDATE,202104TB-W46-N1_bin.53.purify_k141_669238,202104TB-W46-N1_bin.53.purify.fasta,202104TB-W46-N1_bin.53.purify_k141_669238_8,4651,4992,candidate,2,1,other,0.9925187826156616
202104TB-W46-N1_bin.55.purify_k141_350575_2-2379,PURE_CANDIDATE,202104TB-W46-N1_bin.55.purify_k141_350575,202104TB-W46-N1_bin.55.purify.fasta,202104TB-W46-N1_bin.55.purify_k141_350575_1,2,1387,known_defense,2,1,other,0.9632624983787536
202104TB-W46-N1_bin.55.purify_k141_350575_2-2379,PURE_CANDIDATE,202104TB-W46-N1_bin.55.purify_k141_350575,202104TB-W46-N1_bin.55.purify.fasta,202104TB-W46-N1_bin.55.purify_k141_350575_2,1384,2379,candidate,2,1,other,0.9973848462104796
202104TB-W46-N1_bin.61.purify_k141_1065607_213-3097,PURE_CANDIDATE,202104TB-W46-N1_bin.61.purify_k141_1065607,202104TB-W46-N1_bin.61.purify.fasta,202104TB-W46-N1_bin.61.purify_k141_1065607_2,213,1292,candidate,2,2,other,0.9999986886978148
202104TB-W46-N1_bin.61.purify_k141_1065607_213-3097,PURE_CANDIDATE,202104TB-W46-N1_bin.61.purify_k141_1065607,202104TB-W46-N1_bin.61.purify.fasta,202104TB-W46-N1_bin.61.purify_k141_1065607_3,1622,3097,candidate,2,2,other,0.9999939203262328
202104TB-W46-N1_bin.61.purify_k141_337526_218-2331,HYBRID,202104TB-W46-N1_bin.61.purify_k141_337526,202104TB-W46-N1_bin.61.purify.fasta,202104TB-W46-N1_bin.61.purify_k141_337526_2,218,1804,known_defense,2,1,BREX__brxC,0.9383941292762756
202104TB-W46-N1_bin.61.purify_k141_337526_218-2331,HYBRID,202104TB-W46-N1_bin.61.purify_k141_337526,202104TB-W46-N1_bin.61.purify.fasta,202104TB-W46-N1_bin.61.purify_k141_337526_3,2086,2331,candidate,2,1,other,0.999171018600464
202104TB-W46-N1_bin.61.purify_k141_173572_864-2833,PURE_CANDIDATE,202104TB-W46-N1_bin.61.purify_k141_173572,202104TB-W46-N1_bin.61.purify.fasta,202104TB-W46-N1_bin.61.purify_k141_173572_2,864,2336,candidate,2,1,other,0.9991438388824464
202104TB-W46-N1_bin.61.purify_k141_173572_864-2833,PURE_CANDIDATE,202104TB-W46-N1_bin.61.purify_k141_173572,202104TB-W46-N1_bin.61.purify.fasta,202104TB-W46-N1_bin.61.purify_k141_173572_3,2333,2833,known_defense,2,1,other,0.8734858632087708
202104TB-W47-N1_bin.38.purify_k141_73360_3252-4710,HYBRID,202104TB-W47-N1_bin.38.purify_k141_73360,202104TB-W47-N1_bin.38.purify.fasta,202104TB-W47-N1_bin.38.purify_k141_73360_3,3252,3854,candidate,2,1,other,0.999363362789154
202104TB-W47-N1_bin.38.purify_k141_73360_3252-4710,HYBRID,202104TB-W47-N1_bin.38.purify_k141_73360,202104TB-W47-N1_bin.38.purify.fasta,202104TB-W47-N1_bin.38.purify_k141_73360_4,3838,4710,known_defense,2,1,AbiEii__AbiEii,0.9999613761901855
202104TB-W47-N1_bin.3.purify_k141_2322387_340-2496,PURE_CANDIDATE,202104TB-W47-N1_bin.3.purify_k141_2322387,202104TB-W47-N1_bin.3.purify.fasta,202104TB-W47-N1_bin.3.purify_k141_2322387_2,340,1392,known_defense,2,1,other,0.911609411239624
202104TB-W47-N1_bin.3.purify_k141_2322387_340-2496,PURE_CANDIDATE,202104TB-W47-N1_bin.3.purify_k141_2322387,202104TB-W47-N1_bin.3.purify.fasta,202104TB-W47-N1_bin.3.purify_k141_2322387_3,1843,2496,candidate,2,1,other,0.9998242259025574
202104TB-W47-N1_bin.6.purify_k141_358444_119-5159,HYBRID,202104TB-W47-N1_bin.6.purify_k141_358444,202104TB-W47-N1_bin.6.purify.fasta,202104TB-W47-N1_bin.6.purify_k141_358444_2,119,1369,known_defense,4,2,RM__Type_I_S,0.9999969005584716
202104TB-W47-N1_bin.6.purify_k141_358444_119-5159,HYBRID,202104TB-W47-N1_bin.6.purify_k141_358444,202104TB-W47-N1_bin.6.purify.fasta,202104TB-W47-N1_bin.6.purify_k141_358444_3,1455,2156,candidate,4,2,other,0.9983409643173218
202104TB-W47-N1_bin.6.purify_k141_358444_119-5159,HYBRID,202104TB-W47-N1_bin.6.purify_k141_358444,202104TB-W47-N1_bin.6.purify.fasta,202104TB-W47-N1_bin.6.purify_k141_358444_4,2163,3074,candidate,4,2,other,0.993376076221466
202104TB-W47-N1_bin.6.purify_k141_358444_119-5159,HYBRID,202104TB-W47-N1_bin.6.purify_k141_358444,202104TB-W47-N1_bin.6.purify.fasta,202104TB-W47-N1_bin.6.purify_k141_358444_5,3141,5159,known_defense,4,2,RM__Type_I_MTases,0.9998935461044312
202104TB-W47-N1_bin.6.purify_k141_2039417_466-2649,HYBRID,202104TB-W47-N1_bin.6.purify_k141_2039417,202104TB-W47-N1_bin.6.purify.fasta,202104TB-W47-N1_bin.6.purify_k141_2039417_2,466,1389,known_defense,2,1,pAgo__pAgo_SPARTA,0.999870538711548
202104TB-W47-N1_bin.6.purify_k141_2039417_466-2649,HYBRID,202104TB-W47-N1_bin.6.purify_k141_2039417,202104TB-W47-N1_bin.6.purify.fasta,202104TB-W47-N1_bin.6.purify_k141_2039417_3,1777,2649,candidate,2,1,other,0.9997716546058656
202104TB-W47-N1_bin.6.purify_k141_1893307_13146-14033,PURE_CANDIDATE,202104TB-W47-N1_bin.6.purify_k141_1893307,202104TB-W47-N1_bin.6.purify.fasta,202104TB-W47-N1_bin.6.purify_k141_1893307_16,13146,13463,candidate,2,2,other,0.9930661916732788
202104TB-W47-N1_bin.6.purify_k141_1893307_13146-14033,PURE_CANDIDATE,202104TB-W47-N1_bin.6.purify_k141_1893307,202104TB-W47-N1_bin.6.purify.fasta,202104TB-W47-N1_bin.6.purify_k141_1893307_17,13680,14033,candidate,2,2,other,0.9945029020309448
202104TB-W48-N1_bin.16.purify_k141_1701438_2-1400,HYBRID,202104TB-W48-N1_bin.16.purify_k141_1701438,202104TB-W48-N1_bin.16.purify.fasta,202104TB-W48-N1_bin.16.purify_k141_1701438_1,2,703,known_defense,2,1,CBASS__Jab,0.9593793749809264
202104TB-W48-N1_bin.16.purify_k141_1701438_2-1400,HYBRID,202104TB-W48-N1_bin.16.purify_k141_1701438,202104TB-W48-N1_bin.16.purify.fasta,202104TB-W48-N1_bin.16.purify_k141_1701438_2,924,1400,candidate,2,1,other,0.995799720287323
202104TB-W48-N1_bin.11.purify_k141_2091668_1-2214,PURE_CANDIDATE,202104TB-W48-N1_bin.11.purify_k141_2091668,202104TB-W48-N1_bin.11.purify.fasta,202104TB-W48-N1_bin.11.purify_k141_2091668_1,1,711,candidate,2,1,other,0.9999802112579346
202104TB-W48-N1_bin.11.purify_k141_2091668_1-2214,PURE_CANDIDATE,202104TB-W48-N1_bin.11.purify_k141_2091668,202104TB-W48-N1_bin.11.purify.fasta,202104TB-W48-N1_bin.11.purify_k141_2091668_2,1021,2214,known_defense,2,1,other,0.8693468570709229
202104TB-W48-N1_bin.25.purify_k141_2476694_1-2090,HYBRID,202104TB-W48-N1_bin.25.purify_k141_2476694,202104TB-W48-N1_bin.25.purify.fasta,202104TB-W48-N1_bin.25.purify_k141_2476694_1,1,996,known_defense,2,1,DarTG__DarT,0.9099435210227966
202104TB-W48-N1_bin.25.purify_k141_2476694_1-2090,HYBRID,202104TB-W48-N1_bin.25.purify_k141_2476694,202104TB-W48-N1_bin.25.purify.fasta,202104TB-W48-N1_bin.25.purify_k141_2476694_2,993,2090,candidate,2,1,other,0.9999592304229736
202104TB-W48-N1_bin.12.purify_k141_784440_2951-3410,PURE_CANDIDATE,202104TB-W48-N1_bin.12.purify_k141_784440,202104TB-W48-N1_bin.12.purify.fasta,202104TB-W48-N1_bin.12.purify_k141_784440_6,2951,3118,candidate,2,2,other,0.9997554421424866
202104TB-W48-N1_bin.12.purify_k141_784440_2951-3410,PURE_CANDIDATE,202104TB-W48-N1_bin.12.purify_k141_784440,202104TB-W48-N1_bin.12.purify.fasta,202104TB-W48-N1_bin.12.purify_k141_784440_7,3165,3410,candidate,2,2,other,0.9999732971191406
202104TB-W47-N1_bin.9.purify_k141_468972_244-1408,PURE_CANDIDATE,202104TB-W47-N1_bin.9.purify_k141_468972,202104TB-W47-N1_bin.9.purify.fasta,202104TB-W47-N1_bin.9.purify_k141_468972_2,244,831,candidate,2,2,other,0.9991403818130492
202104TB-W47-N1_bin.9.purify_k141_468972_244-1408,PURE_CANDIDATE,202104TB-W47-N1_bin.9.purify_k141_468972,202104TB-W47-N1_bin.9.purify.fasta,202104TB-W47-N1_bin.9.purify_k141_468972_3,905,1408,candidate,2,2,other,0.9999948740005492
202104TB-W48-N1_bin.2.purify_k141_1521192_3-2808,HYBRID,202104TB-W48-N1_bin.2.purify_k141_1521192,202104TB-W48-N1_bin.2.purify.fasta,202104TB-W48-N1_bin.2.purify_k141_1521192_1,3,1457,known_defense,2,1,BREX__pglZA,0.999996542930603
202104TB-W48-N1_bin.2.purify_k141_1521192_3-2808,HYBRID,202104TB-W48-N1_bin.2.purify_k141_1521192,202104TB-W48-N1_bin.2.purify.fasta,202104TB-W48-N1_bin.2.purify_k141_1521192_2,1435,2808,candidate,2,1,other,0.9998145699501038
202104TB-W48-N1_bin.26.purify_k141_593103_2220-3428,PURE_CANDIDATE,202104TB-W48-N1_bin.26.purify_k141_593103,202104TB-W48-N1_bin.26.purify.fasta,202104TB-W48-N1_bin.26.purify_k141_593103_5,2220,2612,candidate,2,1,other,0.9941500425338744
202104TB-W48-N1_bin.26.purify_k141_593103_2220-3428,PURE_CANDIDATE,202104TB-W48-N1_bin.26.purify_k141_593103,202104TB-W48-N1_bin.26.purify.fasta,202104TB-W48-N1_bin.26.purify_k141_593103_6,2733,3428,known_defense,2,1,other,0.9800812005996704
202104TB-W48-N1_bin.34.purify_k141_1232342_2704-4927,PURE_CANDIDATE,202104TB-W48-N1_bin.34.purify_k141_1232342,202104TB-W48-N1_bin.34.purify.fasta,202104TB-W48-N1_bin.34.purify_k141_1232342_3,2704,3681,known_defense,2,1,other,0.772404134273529
202104TB-W48-N1_bin.34.purify_k141_1232342_2704-4927,PURE_CANDIDATE,202104TB-W48-N1_bin.34.purify_k141_1232342,202104TB-W48-N1_bin.34.purify.fasta,202104TB-W48-N1_bin.34.purify_k141_1232342_4,3701,4927,candidate,2,1,other,0.9999984502792358
202104TB-W48-N1_bin.34.purify_k141_1342126_7167-11344,HYBRID,202104TB-W48-N1_bin.34.purify_k141_1342126,202104TB-W48-N1_bin.34.purify.fasta,202104TB-W48-N1_bin.34.purify_k141_1342126_10,7167,8687,candidate,2,1,other,0.9999545812606812
202104TB-W48-N1_bin.34.purify_k141_1342126_7167-11344,HYBRID,202104TB-W48-N1_bin.34.purify_k141_1342126,202104TB-W48-N1_bin.34.purify.fasta,202104TB-W48-N1_bin.34.purify_k141_1342126_11,8684,11344,known_defense,2,1,Dpd__DpdF,0.9999980926513672
202104TB-W48-N1_bin.34.purify_k141_1148852_22835-25814,PURE_CANDIDATE,202104TB-W48-N1_bin.34.purify_k141_1148852,202104TB-W48-N1_bin.34.purify.fasta,202104TB-W48-N1_bin.34.purify_k141_1148852_25,22835,24622,known_defense,2,1,other,0.9295260310173036
202104TB-W48-N1_bin.34.purify_k141_1148852_22835-25814,PURE_CANDIDATE,202104TB-W48-N1_bin.34.purify_k141_1148852,202104TB-W48-N1_bin.34.purify.fasta,202104TB-W48-N1_bin.34.purify_k141_1148852_26,24630,25814,candidate,2,1,other,0.9993971586227416
202104TB-W48-N1_bin.34.purify_k141_2035119_85854-90098,HYBRID,202104TB-W48-N1_bin.34.purify_k141_2035119,202104TB-W48-N1_bin.34.purify.fasta,202104TB-W48-N1_bin.34.purify_k141_2035119_86,85854,86942,known_defense,2,1,RM_Type_II__Type_II_MTases,0.9959738850593568
202104TB-W48-N1_bin.34.purify_k141_2035119_85854-90098,HYBRID,202104TB-W48-N1_bin.34.purify_k141_2035119,202104TB-W48-N1_bin.34.purify.fasta,202104TB-W48-N1_bin.34.purify_k141_2035119_87,86985,90098,candidate,2,1,other,0.9999802112579346
202104TB-W48-N1_bin.42.purify_k141_376228_3235-3906,PURE_CANDIDATE,202104TB-W48-N1_bin.42.purify_k141_376228,202104TB-W48-N1_bin.42.purify.fasta,202104TB-W48-N1_bin.42.purify_k141_376228_5,3235,3477,known_defense,2,1,other,0.9724887013435364
202104TB-W48-N1_bin.42.purify_k141_376228_3235-3906,PURE_CANDIDATE,202104TB-W48-N1_bin.42.purify_k141_376228,202104TB-W48-N1_bin.42.purify.fasta,202104TB-W48-N1_bin.42.purify_k141_376228_6,3514,3906,candidate,2,1,other,0.9983187913894652
202104TB-W48-N1_bin.42.purify_k141_2509675_5463-6560,PURE_CANDIDATE,202104TB-W48-N1_bin.42.purify_k141_2509675,202104TB-W48-N1_bin.42.purify.fasta,202104TB-W48-N1_bin.42.purify_k141_2509675_5,5463,5981,candidate,2,2,other,0.9995187520980836
202104TB-W48-N1_bin.42.purify_k141_2509675_5463-6560,PURE_CANDIDATE,202104TB-W48-N1_bin.42.purify_k141_2509675,202104TB-W48-N1_bin.42.purify.fasta,202104TB-W48-N1_bin.42.purify_k141_2509675_6,6051,6560,candidate,2,2,other,0.99950909614563
202104TB-W48-N1_bin.42.purify_k141_2469166_6192-10349,PURE_CANDIDATE,202104TB-W48-N1_bin.42.purify_k141_2469166,202104TB-W48-N1_bin.42.purify.fasta,202104TB-W48-N1_bin.42.purify_k141_2469166_6,6192,7820,known_defense,2,1,other,0.9034091234207152
202104TB-W48-N1_bin.42.purify_k141_2469166_6192-10349,PURE_CANDIDATE,202104TB-W48-N1_bin.42.purify_k141_2469166,202104TB-W48-N1_bin.42.purify.fasta,202104TB-W48-N1_bin.42.purify_k141_2469166_7,7833,10349,candidate,2,1,other,0.9998601675033568
202104TB-W48-N1_bin.52.purify_k141_106552_295-3031,HYBRID,202104TB-W48-N1_bin.52.purify_k141_106552,202104TB-W48-N1_bin.52.purify.fasta,202104TB-W48-N1_bin.52.purify_k141_106552_1,295,1842,candidate,2,1,other,0.9999995231628418
202104TB-W48-N1_bin.52.purify_k141_106552_295-3031,HYBRID,202104TB-W48-N1_bin.52.purify_k141_106552,202104TB-W48-N1_bin.52.purify.fasta,202104TB-W48-N1_bin.52.purify_k141_106552_2,1832,3031,known_defense,2,1,RM__Type_I_S,0.9999991655349731
202104TB-W48-N1_bin.52.purify_k141_724663_4111-4709,PURE_CANDIDATE,202104TB-W48-N1_bin.52.purify_k141_724663,202104TB-W48-N1_bin.52.purify.fasta,202104TB-W48-N1_bin.52.purify_k141_724663_6,4111,4437,candidate,2,2,other,0.9999980926513672
202104TB-W48-N1_bin.52.purify_k141_724663_4111-4709,PURE_CANDIDATE,202104TB-W48-N1_bin.52.purify_k141_724663,202104TB-W48-N1_bin.52.purify.fasta,202104TB-W48-N1_bin.52.purify_k141_724663_7,4434,4709,candidate,2,2,other,0.999743640422821
202104TB-W48-N1_bin.52.purify_k141_2025714_20825-22965,PURE_CANDIDATE,202104TB-W48-N1_bin.52.purify_k141_2025714,202104TB-W48-N1_bin.52.purify.fasta,202104TB-W48-N1_bin.52.purify_k141_2025714_28,20825,22300,candidate,2,2,other,0.9999942779541016
202104TB-W48-N1_bin.52.purify_k141_2025714_20825-22965,PURE_CANDIDATE,202104TB-W48-N1_bin.52.purify_k141_2025714,202104TB-W48-N1_bin.52.purify.fasta,202104TB-W48-N1_bin.52.purify_k141_2025714_29,22297,22965,candidate,2,2,other,0.999930739402771
202104TB-W48-N1_bin.54.purify_k141_2153206_3-2247,PURE_CANDIDATE,202104TB-W48-N1_bin.54.purify_k141_2153206,202104TB-W48-N1_bin.54.purify.fasta,202104TB-W48-N1_bin.54.purify_k141_2153206_1,3,1124,candidate,2,2,other,0.9949888586997986
202104TB-W48-N1_bin.54.purify_k141_2153206_3-2247,PURE_CANDIDATE,202104TB-W48-N1_bin.54.purify_k141_2153206,202104TB-W48-N1_bin.54.purify.fasta,202104TB-W48-N1_bin.54.purify_k141_2153206_2,1159,2247,candidate,2,2,other,0.993221402168274
202104TB-W48-N1_bin.55.purify_k141_1232687_306-2461,PURE_CANDIDATE,202104TB-W48-N1_bin.55.purify_k141_1232687,202104TB-W48-N1_bin.55.purify.fasta,202104TB-W48-N1_bin.55.purify_k141_1232687_2,306,938,known_defense,2,1,other,0.8735955953598022
202104TB-W48-N1_bin.55.purify_k141_1232687_306-2461,PURE_CANDIDATE,202104TB-W48-N1_bin.55.purify_k141_1232687,202104TB-W48-N1_bin.55.purify.fasta,202104TB-W48-N1_bin.55.purify_k141_1232687_5,2165,2461,candidate,2,1,other,0.9901918172836304
202104TB-W48-N1_bin.55.purify_k141_1602032_1534-1978,PURE_CANDIDATE,202104TB-W48-N1_bin.55.purify_k141_1602032,202104TB-W48-N1_bin.55.purify.fasta,202104TB-W48-N1_bin.55.purify_k141_1602032_4,1534,1761,known_defense,2,1,other,0.6685693264007568
202104TB-W48-N1_bin.55.purify_k141_1602032_1534-1978,PURE_CANDIDATE,202104TB-W48-N1_bin.55.purify_k141_1602032,202104TB-W48-N1_bin.55.purify.fasta,202104TB-W48-N1_bin.55.purify_k141_1602032_5,1784,1978,candidate,2,1,other,0.9965866804122924
202104TB-W48-N1_bin.55.purify_k141_2145683_1682-2078,PURE_CANDIDATE,202104TB-W48-N1_bin.55.purify_k141_2145683,202104TB-W48-N1_bin.55.purify.fasta,202104TB-W48-N1_bin.55.purify_k141_2145683_6,1682,1903,known_defense,2,1,other,0.5325875878334045
202104TB-W48-N1_bin.55.purify_k141_2145683_1682-2078,PURE_CANDIDATE,202104TB-W48-N1_bin.55.purify_k141_2145683,202104TB-W48-N1_bin.55.purify.fasta,202104TB-W48-N1_bin.55.purify_k141_2145683_7,1977,2078,candidate,2,1,other,0.9994385838508606
202104TB-W48-N1_bin.55.purify_k141_95837_2332-3194,PURE_CANDIDATE,202104TB-W48-N1_bin.55.purify_k141_95837,202104TB-W48-N1_bin.55.purify.fasta,202104TB-W48-N1_bin.55.purify_k141_95837_4,2332,2850,candidate,2,2,other,0.9901846647262572
202104TB-W48-N1_bin.55.purify_k141_95837_2332-3194,PURE_CANDIDATE,202104TB-W48-N1_bin.55.purify_k141_95837,202104TB-W48-N1_bin.55.purify.fasta,202104TB-W48-N1_bin.55.purify_k141_95837_5,3006,3194,candidate,2,2,other,0.999176561832428
202104TB-W48-N1_bin.61.purify_k141_633879_3-5198,PURE_CANDIDATE,202104TB-W48-N1_bin.61.purify_k141_633879,202104TB-W48-N1_bin.61.purify.fasta,202104TB-W48-N1_bin.61.purify_k141_633879_1,3,1196,candidate,2,2,other,0.9999271631240844
202104TB-W48-N1_bin.61.purify_k141_633879_3-5198,PURE_CANDIDATE,202104TB-W48-N1_bin.61.purify_k141_633879,202104TB-W48-N1_bin.61.purify.fasta,202104TB-W48-N1_bin.61.purify_k141_633879_3,2244,5198,candidate,2,2,other,0.9976491332054138
