Architecture,Frequency,Novel_Families,Genome,Cluster_ID,Gene_Context
"(4177, 9939)",5,[4177],H1-3_bin.73.purify_k141_268059_length_11699_cov_36.4903,H1-3_bin.73.purify_k141_268059_length_11699_cov_36.4903_5721-7507,H1-3_bin.73.purify_k141_268059_length_11699_cov_36.4903_6(Fam_4177 [★Target]) --> H1-3_bin.73.purify_k141_268059_length_11699_cov_36.4903_7(Fam_9939 [★Target])
"(4177, 9939)",5,[4177],H2-2_bin.97.purify_k141_441254_length_6155_cov_34.3134,H2-2_bin.97.purify_k141_441254_length_6155_cov_34.3134_3535-5321,H2-2_bin.97.purify_k141_441254_length_6155_cov_34.3134_6(Fam_9939 [★Target]) --> H2-2_bin.97.purify_k141_441254_length_6155_cov_34.3134_7(Fam_4177 [★Target])
"(4177, 9939)",5,[4177],H2-3_bin.10.purify_k141_213368_length_17259_cov_126.1355,H2-3_bin.10.purify_k141_213368_length_17259_cov_126.1355_6622-8408,H2-3_bin.10.purify_k141_213368_length_17259_cov_126.1355_10(Fam_9939 [★Target]) --> H2-3_bin.10.purify_k141_213368_length_17259_cov_126.1355_11(Fam_4177 [★Target])
"(4177, 9939)",5,[4177],HS-32-1_bin.2.purify_k141_116276,HS-32-1_bin.2.purify_k141_116276_8900-10648,HS-32-1_bin.2.purify_k141_116276_6(Fam_4177 [★Target]) --> HS-32-1_bin.2.purify_k141_116276_7(Fam_9939 [★Target])
"(192, 983, 3398)",4,[3398],2021-CMY-W3_bin.13.purify_k127_1514787,2021-CMY-W3_bin.13.purify_k127_1514787_10486-18769,2021-CMY-W3_bin.13.purify_k127_1514787_11(Fam_983 [★Target]) --> 2021-CMY-W3_bin.13.purify_k127_1514787_13(Fam_3398 [★Target]) --> 2021-CMY-W3_bin.13.purify_k127_1514787_16(Fam_192 [★Target])
"(192, 983, 3398)",4,[3398],2021-DTHSD-W_bin.23.purify_k141_216949,2021-DTHSD-W_bin.23.purify_k141_216949_19541-27824,2021-DTHSD-W_bin.23.purify_k141_216949_16(Fam_192 [★Target]) --> 2021-DTHSD-W_bin.23.purify_k141_216949_19(Fam_3398 [★Target]) --> 2021-DTHSD-W_bin.23.purify_k141_216949_21(Fam_983 [★Target])
"(192, 983, 3398)",4,[3398],2021-DTH-W4_bin.11.purify_k127_4481632,2021-DTH-W4_bin.11.purify_k127_4481632_19462-27745,2021-DTH-W4_bin.11.purify_k127_4481632_16(Fam_192 [★Target]) --> 2021-DTH-W4_bin.11.purify_k127_4481632_19(Fam_3398 [★Target]) --> 2021-DTH-W4_bin.11.purify_k127_4481632_21(Fam_983 [★Target])
"(192, 983, 3398)",4,[3398],2021-DTH-W5_bin.45.purify_k127_29317,2021-DTH-W5_bin.45.purify_k127_29317_9574-17857,2021-DTH-W5_bin.45.purify_k127_29317_9(Fam_192 [★Target]) --> 2021-DTH-W5_bin.45.purify_k127_29317_12(Fam_3398 [★Target]) --> 2021-DTH-W5_bin.45.purify_k127_29317_14(Fam_983 [★Target])
"(3302, 9273)",4,"[3302, 9273]",2020_DTH3-W1_bin.46.purify_k141_709351,2020_DTH3-W1_bin.46.purify_k141_709351_7404-9357,2020_DTH3-W1_bin.46.purify_k141_709351_10(Fam_9273 [★Target]) --> 2020_DTH3-W1_bin.46.purify_k141_709351_11(Fam_3302 [★Target])
"(3302, 9273)",4,"[3302, 9273]",2020_JNYC-20W-1-60m-1_bin.132.purify_k141_634124,2020_JNYC-20W-1-60m-1_bin.132.purify_k141_634124_25982-27935,2020_JNYC-20W-1-60m-1_bin.132.purify_k141_634124_33(Fam_3302 [★Target]) --> 2020_JNYC-20W-1-60m-1_bin.132.purify_k141_634124_34(Fam_9273 [★Target])
"(3302, 9273)",4,"[3302, 9273]",2020_JNYC-20W-2-1_bin.164.purify_k141_364139,2020_JNYC-20W-2-1_bin.164.purify_k141_364139_25982-27935,2020_JNYC-20W-2-1_bin.164.purify_k141_364139_33(Fam_3302 [★Target]) --> 2020_JNYC-20W-2-1_bin.164.purify_k141_364139_34(Fam_9273 [★Target])
"(3302, 9273)",4,"[3302, 9273]",2020_SLC-w-6_bin.63.purify_k141_899914,2020_SLC-w-6_bin.63.purify_k141_899914_102120-104073,2020_SLC-w-6_bin.63.purify_k141_899914_98(Fam_9273 [★Target]) --> 2020_SLC-w-6_bin.63.purify_k141_899914_99(Fam_3302 [★Target])
"(7482, 9424)",4,[9424],2020_NMC-W-2-1_bin.91.purify_k141_108155,2020_NMC-W-2-1_bin.91.purify_k141_108155_4006-5450,2020_NMC-W-2-1_bin.91.purify_k141_108155_5(Fam_9424 [★Target]) --> 2020_NMC-W-2-1_bin.91.purify_k141_108155_6(Fam_7482 [★Target])
"(7482, 9424)",4,[9424],2020_NMC-W-8-15m-1_bin.114.purify_k141_198079,2020_NMC-W-8-15m-1_bin.114.purify_k141_198079_3477-4921,2020_NMC-W-8-15m-1_bin.114.purify_k141_198079_6(Fam_7482 [★Target]) --> 2020_NMC-W-8-15m-1_bin.114.purify_k141_198079_7(Fam_9424 [★Target])
"(7482, 9424)",4,[9424],2020_NMC-W-8-25m-1_bin.148.purify_k141_309123,2020_NMC-W-8-25m-1_bin.148.purify_k141_309123_3455-4899,2020_NMC-W-8-25m-1_bin.148.purify_k141_309123_6(Fam_7482 [★Target]) --> 2020_NMC-W-8-25m-1_bin.148.purify_k141_309123_7(Fam_9424 [★Target])
"(7482, 9424)",4,[9424],2020_YZYC-20W-1-15m-1_bin.56.purify_k141_236455,2020_YZYC-20W-1-15m-1_bin.56.purify_k141_236455_1869-3313,2020_YZYC-20W-1-15m-1_bin.56.purify_k141_236455_6(Fam_7482 [★Target]) --> 2020_YZYC-20W-1-15m-1_bin.56.purify_k141_236455_7(Fam_9424 [★Target])
"(329, 1174)",4,[329],2020_QHH3-W1_bin.40.purify_k141_247185,2020_QHH3-W1_bin.40.purify_k141_247185_2756-8220,2020_QHH3-W1_bin.40.purify_k141_247185_4(Fam_329 [★Target]) --> 2020_QHH3-W1_bin.40.purify_k141_247185_5(Fam_1174 [★Target])
"(329, 1174)",4,[329],2020_YM-W-3_bin.14.purify_k141_9092,2020_YM-W-3_bin.14.purify_k141_9092_1778-7242,2020_YM-W-3_bin.14.purify_k141_9092_5(Fam_329 [★Target]) --> 2020_YM-W-3_bin.14.purify_k141_9092_6(Fam_1174 [★Target])
"(329, 1174)",4,[329],2021-BQZBHK-W3_bin.76.purify_k127_121544,2021-BQZBHK-W3_bin.76.purify_k127_121544_2547-7999,2021-BQZBHK-W3_bin.76.purify_k127_121544_7(Fam_329 [★Target]) --> 2021-BQZBHK-W3_bin.76.purify_k127_121544_8(Fam_1174 [★Target])
"(329, 1174)",4,[329],2021-ND-W4_bin.9.purify_k141_342630,2021-ND-W4_bin.9.purify_k141_342630_23117-28581,2021-ND-W4_bin.9.purify_k141_342630_18(Fam_1174 [★Target]) --> 2021-ND-W4_bin.9.purify_k141_342630_19(Fam_329 [★Target])
"(11102, 12408)",4,[11102],2020_GMZ4-W1_bin.209.purify_k141_1338114,2020_GMZ4-W1_bin.209.purify_k141_1338114_3598-4394,2020_GMZ4-W1_bin.209.purify_k141_1338114_7(Fam_12408 [★Target]) --> 2020_GMZ4-W1_bin.209.purify_k141_1338114_8(Fam_11102 [★Target])
"(11102, 12408)",4,[11102],2020_NMC-W-7-1_bin.143.purify_k141_616229,2020_NMC-W-7-1_bin.143.purify_k141_616229_2756-3585,2020_NMC-W-7-1_bin.143.purify_k141_616229_4(Fam_11102 [★Target]) --> 2020_NMC-W-7-1_bin.143.purify_k141_616229_5(Fam_12408 [★Target])
"(11102, 12408)",4,[11102],2020_NMC-W-8-20m-1_bin.70.purify_k141_244903,2020_NMC-W-8-20m-1_bin.70.purify_k141_244903_1566-2395,2020_NMC-W-8-20m-1_bin.70.purify_k141_244903_5(Fam_12408 [★Target]) --> 2020_NMC-W-8-20m-1_bin.70.purify_k141_244903_6(Fam_11102 [★Target])
"(11102, 12408)",4,[11102],2021-QHH-W2_bin.21.purify_k141_353037,2021-QHH-W2_bin.21.purify_k141_353037_1477-2273,2021-QHH-W2_bin.21.purify_k141_353037_5(Fam_12408 [★Target]) --> 2021-QHH-W2_bin.21.purify_k141_353037_6(Fam_11102 [★Target])
"(10115, 12885)",4,"[10115, 12885]",2020_GMZ4-W1_bin.146.purify_k141_2640127,2020_GMZ4-W1_bin.146.purify_k141_2640127_704-1665,2020_GMZ4-W1_bin.146.purify_k141_2640127_2(Fam_12885 [★Target]) --> 2020_GMZ4-W1_bin.146.purify_k141_2640127_3(Fam_10115 [★Target])
"(10115, 12885)",4,"[10115, 12885]",2020_QHH7-W1_bin.27.purify_k141_749233,2020_QHH7-W1_bin.27.purify_k141_749233_397-1358,2020_QHH7-W1_bin.27.purify_k141_749233_2(Fam_12885 [★Target]) --> 2020_QHH7-W1_bin.27.purify_k141_749233_3(Fam_10115 [★Target])
"(10115, 12885)",4,"[10115, 12885]",2020_QHH9-W1_bin.37.purify_k141_210401,2020_QHH9-W1_bin.37.purify_k141_210401_704-1665,2020_QHH9-W1_bin.37.purify_k141_210401_2(Fam_12885 [★Target]) --> 2020_QHH9-W1_bin.37.purify_k141_210401_3(Fam_10115 [★Target])
"(10115, 12885)",4,"[10115, 12885]",2021-QHH-W17_bin.16.purify_k141_4556,2021-QHH-W17_bin.16.purify_k141_4556_704-1665,2021-QHH-W17_bin.16.purify_k141_4556_2(Fam_12885 [★Target]) --> 2021-QHH-W17_bin.16.purify_k141_4556_3(Fam_10115 [★Target])
"(1819, 9914, 10347)",4,"[9914, 10347]",2020_KMC-20W-1-0m-1_bin.170.purify_k141_513878,2020_KMC-20W-1-0m-1_bin.170.purify_k141_513878_26126-28836,2020_KMC-20W-1-0m-1_bin.170.purify_k141_513878_30(Fam_1819 [★Target]) --> 2020_KMC-20W-1-0m-1_bin.170.purify_k141_513878_31(Fam_9914 [★Target]) --> 2020_KMC-20W-1-0m-1_bin.170.purify_k141_513878_32(Fam_10347 [★Target])
"(1819, 9914, 10347)",4,"[9914, 10347]",2020_KMC-20W-1-15m-1_bin.67.purify_k141_669359,2020_KMC-20W-1-15m-1_bin.67.purify_k141_669359_25832-28542,2020_KMC-20W-1-15m-1_bin.67.purify_k141_669359_29(Fam_1819 [★Target]) --> 2020_KMC-20W-1-15m-1_bin.67.purify_k141_669359_30(Fam_9914 [★Target]) --> 2020_KMC-20W-1-15m-1_bin.67.purify_k141_669359_31(Fam_10347 [★Target])
"(1819, 9914, 10347)",4,"[9914, 10347]",2020_KMC-20W-1-20m-1_bin.203.purify_k141_1181609,2020_KMC-20W-1-20m-1_bin.203.purify_k141_1181609_25968-28678,2020_KMC-20W-1-20m-1_bin.203.purify_k141_1181609_29(Fam_1819 [★Target]) --> 2020_KMC-20W-1-20m-1_bin.203.purify_k141_1181609_30(Fam_9914 [★Target]) --> 2020_KMC-20W-1-20m-1_bin.203.purify_k141_1181609_31(Fam_10347 [★Target])
"(1819, 9914, 10347)",4,"[9914, 10347]",2020_KMC-20W-1-5m-1_bin.114.purify_k141_628798,2020_KMC-20W-1-5m-1_bin.114.purify_k141_628798_26126-28836,2020_KMC-20W-1-5m-1_bin.114.purify_k141_628798_30(Fam_1819 [★Target]) --> 2020_KMC-20W-1-5m-1_bin.114.purify_k141_628798_31(Fam_9914 [★Target]) --> 2020_KMC-20W-1-5m-1_bin.114.purify_k141_628798_32(Fam_10347 [★Target])
"(1479, 4211, 11678)",4,[1479],2020_EH-W1_bin.6.purify_k141_811048,2020_EH-W1_bin.6.purify_k141_811048_12166-15717,2020_EH-W1_bin.6.purify_k141_811048_14(Fam_4211 [★Target]) --> 2020_EH-W1_bin.6.purify_k141_811048_15(Fam_11678 [★Target]) --> 2020_EH-W1_bin.6.purify_k141_811048_16(Fam_1479 [★Target])
"(1479, 4211, 11678)",4,[1479],2020_QHH2-W1_bin.29.purify_k141_461993,2020_QHH2-W1_bin.29.purify_k141_461993_102222-105773,2020_QHH2-W1_bin.29.purify_k141_461993_86(Fam_1479 [★Target]) --> 2020_QHH2-W1_bin.29.purify_k141_461993_87(Fam_11678 [★Target]) --> 2020_QHH2-W1_bin.29.purify_k141_461993_88(Fam_4211 [★Target])
"(1479, 4211, 11678)",4,[1479],2020_TMRSD2-W1_bin.8.purify_k141_717381,2020_TMRSD2-W1_bin.8.purify_k141_717381_12204-15755,2020_TMRSD2-W1_bin.8.purify_k141_717381_14(Fam_4211 [★Target]) --> 2020_TMRSD2-W1_bin.8.purify_k141_717381_15(Fam_11678 [★Target]) --> 2020_TMRSD2-W1_bin.8.purify_k141_717381_16(Fam_1479 [★Target])
"(1479, 4211, 11678)",4,[1479],2020_YMH1-W1_bin.133.purify_k141_1365955,2020_YMH1-W1_bin.133.purify_k141_1365955_21518-25069,2020_YMH1-W1_bin.133.purify_k141_1365955_18(Fam_4211 [★Target]) --> 2020_YMH1-W1_bin.133.purify_k141_1365955_19(Fam_11678 [★Target]) --> 2020_YMH1-W1_bin.133.purify_k141_1365955_20(Fam_1479 [★Target])
"(3680, 10268)",4,[10268],2020_GMZ11-W1_bin.166.purify_k141_2023484,2020_GMZ11-W1_bin.166.purify_k141_2023484_451-2214,2020_GMZ11-W1_bin.166.purify_k141_2023484_2(Fam_3680 [★Target]) --> 2020_GMZ11-W1_bin.166.purify_k141_2023484_3(Fam_10268 [★Target])
"(3680, 10268)",4,[10268],2020_GMZ12-W1_bin.193.purify_k141_3089868,2020_GMZ12-W1_bin.193.purify_k141_3089868_10010-11773,2020_GMZ12-W1_bin.193.purify_k141_3089868_8(Fam_3680 [★Target]) --> 2020_GMZ12-W1_bin.193.purify_k141_3089868_9(Fam_10268 [★Target])
"(3680, 10268)",4,[10268],2020_GMZ4-W1_bin.64.purify_k141_580414,2020_GMZ4-W1_bin.64.purify_k141_580414_2700-4463,2020_GMZ4-W1_bin.64.purify_k141_580414_3(Fam_3680 [★Target]) --> 2020_GMZ4-W1_bin.64.purify_k141_580414_4(Fam_10268 [★Target])
"(3680, 10268)",4,[10268],2021-ZJZB-W4_bin.120.purify_k127_713263,2021-ZJZB-W4_bin.120.purify_k127_713263_4964-6727,2021-ZJZB-W4_bin.120.purify_k127_713263_5(Fam_3680 [★Target]) --> 2021-ZJZB-W4_bin.120.purify_k127_713263_6(Fam_10268 [★Target])
"(4212, 9772)",4,"[4212, 9772]",2020_GMZ4-W1_bin.143.purify_k141_246794,2020_GMZ4-W1_bin.143.purify_k141_246794_2264-4034,2020_GMZ4-W1_bin.143.purify_k141_246794_2(Fam_9772 [★Target]) --> 2020_GMZ4-W1_bin.143.purify_k141_246794_3(Fam_4212 [★Target])
"(4212, 9772)",4,"[4212, 9772]",2020_QHH13-W1_bin.77.purify_k141_1760311,2020_QHH13-W1_bin.77.purify_k141_1760311_1973-3743,2020_QHH13-W1_bin.77.purify_k141_1760311_2(Fam_9772 [★Target]) --> 2020_QHH13-W1_bin.77.purify_k141_1760311_3(Fam_4212 [★Target])
"(4212, 9772)",4,"[4212, 9772]",2021-YMQ1-W1_bin.32.purify_k141_1259595,2021-YMQ1-W1_bin.32.purify_k141_1259595_2366-4136,2021-YMQ1-W1_bin.32.purify_k141_1259595_2(Fam_9772 [★Target]) --> 2021-YMQ1-W1_bin.32.purify_k141_1259595_3(Fam_4212 [★Target])
"(4212, 9772)",4,"[4212, 9772]",2021-YMQ2-W1_bin.133.purify_k141_2220409,2021-YMQ2-W1_bin.133.purify_k141_2220409_4085-5855,2021-YMQ2-W1_bin.133.purify_k141_2220409_6(Fam_4212 [★Target]) --> 2021-YMQ2-W1_bin.133.purify_k141_2220409_7(Fam_9772 [★Target])
"(1438, 5102)",4,[1438],2020_NMC-W-7-1_bin.103.purify_k141_471122,2020_NMC-W-7-1_bin.103.purify_k141_471122_3-2879,2020_NMC-W-7-1_bin.103.purify_k141_471122_1(Fam_1438 [★Target]) --> 2020_NMC-W-7-1_bin.103.purify_k141_471122_2(Fam_5102 [★Target])
"(1438, 5102)",4,[1438],2020_NMC-W-8-15m-1_bin.53.purify_k141_58251,2020_NMC-W-8-15m-1_bin.53.purify_k141_58251_3-3206,2020_NMC-W-8-15m-1_bin.53.purify_k141_58251_1(Fam_1438 [★Target]) --> 2020_NMC-W-8-15m-1_bin.53.purify_k141_58251_2(Fam_5102 [★Target])
"(1438, 5102)",4,[1438],2020_NMC-W-8-25m-1_bin.8.purify_k141_495027,2020_NMC-W-8-25m-1_bin.8.purify_k141_495027_11433-14492,2020_NMC-W-8-25m-1_bin.8.purify_k141_495027_5(Fam_5102 [★Target]) --> 2020_NMC-W-8-25m-1_bin.8.purify_k141_495027_6(Fam_1438 [★Target])
"(1438, 5102)",4,[1438],2021-CNB-W1_bin.94.purify_k127_525138,2021-CNB-W1_bin.94.purify_k127_525138_8546-11248,2021-CNB-W1_bin.94.purify_k127_525138_5(Fam_5102 [★Target]) --> 2021-CNB-W1_bin.94.purify_k127_525138_6(Fam_1438 [★Target])
"(12815, 14068)",4,[14068],2020_BGBMC-20W-1-10m-1_bin.7.purify_k141_686006,2020_BGBMC-20W-1-10m-1_bin.7.purify_k141_686006_71006-71549,2020_BGBMC-20W-1-10m-1_bin.7.purify_k141_686006_83(Fam_12815 [★Target]) --> 2020_BGBMC-20W-1-10m-1_bin.7.purify_k141_686006_84(Fam_14068 [★Target])
"(12815, 14068)",4,[14068],2020_BGBMC-20W-1-17m-1_bin.49.purify_k141_666325,2020_BGBMC-20W-1-17m-1_bin.49.purify_k141_666325_71801-72344,2020_BGBMC-20W-1-17m-1_bin.49.purify_k141_666325_84(Fam_12815 [★Target]) --> 2020_BGBMC-20W-1-17m-1_bin.49.purify_k141_666325_85(Fam_14068 [★Target])
"(12815, 14068)",4,[14068],2020_PC-20W-1-17m-1_bin.60.purify_k141_673583,2020_PC-20W-1-17m-1_bin.60.purify_k141_673583_244-775,2020_PC-20W-1-17m-1_bin.60.purify_k141_673583_2(Fam_12815 [★Target]) --> 2020_PC-20W-1-17m-1_bin.60.purify_k141_673583_3(Fam_14068 [★Target])
"(12815, 14068)",4,[14068],2020_PC-20W-2-1_bin.31.purify_k141_1475326,2020_PC-20W-2-1_bin.31.purify_k141_1475326_322-853,2020_PC-20W-2-1_bin.31.purify_k141_1475326_2(Fam_12815 [★Target]) --> 2020_PC-20W-2-1_bin.31.purify_k141_1475326_3(Fam_14068 [★Target])
"(3265, 4028)",4,[4028],2020_BMC-W-1-1_bin.3.purify_k141_148418,2020_BMC-W-1-1_bin.3.purify_k141_148418_773-2464,2020_BMC-W-1-1_bin.3.purify_k141_148418_3(Fam_4028 [★Target]) --> 2020_BMC-W-1-1_bin.3.purify_k141_148418_4(Fam_3265 [★Target])
"(3265, 4028)",4,[4028],2020_CE-20W-3-1_bin.164.purify_k141_1166111,2020_CE-20W-3-1_bin.164.purify_k141_1166111_1660-3440,2020_CE-20W-3-1_bin.164.purify_k141_1166111_4(Fam_3265 [★Target]) --> 2020_CE-20W-3-1_bin.164.purify_k141_1166111_5(Fam_4028 [★Target])
"(3265, 4028)",4,[4028],2020_SLSD2-W1_bin.110.purify_k141_406276,2020_SLSD2-W1_bin.110.purify_k141_406276_450-3418,2020_SLSD2-W1_bin.110.purify_k141_406276_2(Fam_3265 [★Target]) --> 2020_SLSD2-W1_bin.110.purify_k141_406276_3(Fam_4028 [★Target]) --> 2020_SLSD2-W1_bin.110.purify_k141_406276_4(Fam_13173)
"(3265, 4028)",4,[4028],2021-BMC-LBM1_bin.29.purify_k141_372093,2021-BMC-LBM1_bin.29.purify_k141_372093_3008-4600,2021-BMC-LBM1_bin.29.purify_k141_372093_6(Fam_4028 [★Target]) --> 2021-BMC-LBM1_bin.29.purify_k141_372093_7(Fam_3265 [★Target])
"(3265, 4028)",4,[4028],2021-BQZB-W1+_bin.21.purify_k127_470547,2021-BQZB-W1+_bin.21.purify_k127_470547_3-1730,2021-BQZB-W1+_bin.21.purify_k127_470547_1(Fam_3265 [★Target]) --> 2021-BQZB-W1+_bin.21.purify_k127_470547_2(Fam_4028 [★Target])
"(8133, 13552)",4,"[8133, 13552]",2020_CE-20W-1-0m-1_bin.217.purify_k141_1245554,2020_CE-20W-1-0m-1_bin.217.purify_k141_1245554_8379-9832,2020_CE-20W-1-0m-1_bin.217.purify_k141_1245554_6(Fam_8133 [★Target]) --> 2020_CE-20W-1-0m-1_bin.217.purify_k141_1245554_7(Fam_13552 [★Target])
"(8133, 13552)",4,"[8133, 13552]",2020_CE-N-W-1_bin.8.purify_k141_134248,2020_CE-N-W-1_bin.8.purify_k141_134248_8239-9692,2020_CE-N-W-1_bin.8.purify_k141_134248_6(Fam_8133 [★Target]) --> 2020_CE-N-W-1_bin.8.purify_k141_134248_7(Fam_13552 [★Target])
"(8133, 13552)",4,"[8133, 13552]",2020_CE-X-W-2_bin.3.purify_k141_1006392,2020_CE-X-W-2_bin.3.purify_k141_1006392_8239-9692,2020_CE-X-W-2_bin.3.purify_k141_1006392_6(Fam_8133 [★Target]) --> 2020_CE-X-W-2_bin.3.purify_k141_1006392_7(Fam_13552 [★Target])
"(8133, 13552)",4,"[8133, 13552]",CE-B-W-2_bin.35.purify_k141_94361,CE-B-W-2_bin.35.purify_k141_94361_11178-12631,CE-B-W-2_bin.35.purify_k141_94361_6(Fam_8133 [★Target]) --> CE-B-W-2_bin.35.purify_k141_94361_7(Fam_13552 [★Target])
"(6794, 9481)",4,[9481],2020_BMC-W-1-1_bin.24.purify_k141_267900,2020_BMC-W-1-1_bin.24.purify_k141_267900_18379-20046,2020_BMC-W-1-1_bin.24.purify_k141_267900_17(Fam_6794 [★Target]) --> 2020_BMC-W-1-1_bin.24.purify_k141_267900_18(Fam_9481 [★Target])
"(6794, 9481)",4,[9481],2021-BQZBHK-W6_bin.116.purify_k127_424965,2021-BQZBHK-W6_bin.116.purify_k127_424965_8951-10618,2021-BQZBHK-W6_bin.116.purify_k127_424965_9(Fam_6794 [★Target]) --> 2021-BQZBHK-W6_bin.116.purify_k127_424965_10(Fam_9481 [★Target])
"(6794, 9481)",4,[9481],2021-BQZBHK-W7_bin.146.purify_k127_1138702,2021-BQZBHK-W7_bin.146.purify_k127_1138702_22417-24084,2021-BQZBHK-W7_bin.146.purify_k127_1138702_21(Fam_6794 [★Target]) --> 2021-BQZBHK-W7_bin.146.purify_k127_1138702_22(Fam_9481 [★Target])
"(6794, 9481)",4,[9481],2021-CE-W4_bin.62.purify_k127_848046,2021-CE-W4_bin.62.purify_k127_848046_23980-25647,2021-CE-W4_bin.62.purify_k127_848046_21(Fam_6794 [★Target]) --> 2021-CE-W4_bin.62.purify_k127_848046_22(Fam_9481 [★Target])
"(5611, 12033)",4,[12033],2020_JNYC-20W-1-100m-1_bin.117.purify_k141_782964,2020_JNYC-20W-1-100m-1_bin.117.purify_k141_782964_9315-10722,2020_JNYC-20W-1-100m-1_bin.117.purify_k141_782964_13(Fam_5611 [★Target]) --> 2020_JNYC-20W-1-100m-1_bin.117.purify_k141_782964_14(Fam_12033 [★Target])
"(5611, 12033)",4,[12033],2020_JNYC-20W-1-60m-1_bin.159.purify_k141_1233343,2020_JNYC-20W-1-60m-1_bin.159.purify_k141_1233343_9315-10722,2020_JNYC-20W-1-60m-1_bin.159.purify_k141_1233343_13(Fam_5611 [★Target]) --> 2020_JNYC-20W-1-60m-1_bin.159.purify_k141_1233343_14(Fam_12033 [★Target])
"(5611, 12033)",4,[12033],2020_JNYC-20W-1-80m-1_bin.87.purify_k141_324697,2020_JNYC-20W-1-80m-1_bin.87.purify_k141_324697_9315-10722,2020_JNYC-20W-1-80m-1_bin.87.purify_k141_324697_13(Fam_5611 [★Target]) --> 2020_JNYC-20W-1-80m-1_bin.87.purify_k141_324697_14(Fam_12033 [★Target])
"(5611, 12033)",4,[12033],2020_JNYC-20W-2-1_bin.117.purify_k141_1052887,2020_JNYC-20W-2-1_bin.117.purify_k141_1052887_9315-10722,2020_JNYC-20W-2-1_bin.117.purify_k141_1052887_13(Fam_5611 [★Target]) --> 2020_JNYC-20W-2-1_bin.117.purify_k141_1052887_14(Fam_12033 [★Target])
"(3012, 10576)",4,"[3012, 10576]",2021-BQZBHK-W5_bin.82.purify_k127_513193,2021-BQZBHK-W5_bin.82.purify_k127_513193_4939-6857,2021-BQZBHK-W5_bin.82.purify_k127_513193_5(Fam_3012 [★Target]) --> 2021-BQZBHK-W5_bin.82.purify_k127_513193_6(Fam_10576 [★Target])
"(3012, 10576)",4,"[3012, 10576]",2021-SLCB-W1_bin.3.purify_k127_423542,2021-SLCB-W1_bin.3.purify_k127_423542_4947-6865,2021-SLCB-W1_bin.3.purify_k127_423542_5(Fam_3012 [★Target]) --> 2021-SLCB-W1_bin.3.purify_k127_423542_6(Fam_10576 [★Target])
"(3012, 10576)",4,"[3012, 10576]",2021-SLCB-W3_bin.61.purify_k127_436323,2021-SLCB-W3_bin.61.purify_k127_436323_4939-6857,2021-SLCB-W3_bin.61.purify_k127_436323_5(Fam_3012 [★Target]) --> 2021-SLCB-W3_bin.61.purify_k127_436323_6(Fam_10576 [★Target])
"(3012, 10576)",4,"[3012, 10576]",2021-SLCB-W5_bin.96.purify_k127_4217250,2021-SLCB-W5_bin.96.purify_k127_4217250_4939-6842,2021-SLCB-W5_bin.96.purify_k127_4217250_5(Fam_3012 [★Target]) --> 2021-SLCB-W5_bin.96.purify_k127_4217250_6(Fam_10576 [★Target])
"(1468, 9611)",4,[9611],2020_GHH17-W1_bin.4.purify_k141_1134562,2020_GHH17-W1_bin.4.purify_k141_1134562_32550-35067,2020_GHH17-W1_bin.4.purify_k141_1134562_30(Fam_1468 [★Target]) --> 2020_GHH17-W1_bin.4.purify_k141_1134562_31(Fam_9611 [★Target])
"(1468, 9611)",4,[9611],2020_NRPC-20W-1-7.5m-1_bin.28.purify_k141_159242,2020_NRPC-20W-1-7.5m-1_bin.28.purify_k141_159242_904-3421,2020_NRPC-20W-1-7.5m-1_bin.28.purify_k141_159242_3(Fam_9611 [★Target]) --> 2020_NRPC-20W-1-7.5m-1_bin.28.purify_k141_159242_4(Fam_1468 [★Target])
"(1468, 9611)",4,[9611],2020_QHH6-W1_bin.88.purify_k141_15249,2020_QHH6-W1_bin.88.purify_k141_15249_2331-4848,2020_QHH6-W1_bin.88.purify_k141_15249_5(Fam_9611 [★Target]) --> 2020_QHH6-W1_bin.88.purify_k141_15249_6(Fam_1468 [★Target])
"(1468, 9611)",4,[9611],2021-YMQ5-W1_bin.50.purify_k141_508845,2021-YMQ5-W1_bin.50.purify_k141_508845_2826-5343,2021-YMQ5-W1_bin.50.purify_k141_508845_5(Fam_9611 [★Target]) --> 2021-YMQ5-W1_bin.50.purify_k141_508845_6(Fam_1468 [★Target])
"(3331, 5712)",4,[5712],2020_CE-D-W-1_bin.166.purify_k141_277724,2020_CE-D-W-1_bin.166.purify_k141_277724_167-2492,2020_CE-D-W-1_bin.166.purify_k141_277724_2(Fam_5712 [★Target]) --> 2020_CE-D-W-1_bin.166.purify_k141_277724_3(Fam_3331 [★Target])
"(3331, 5712)",4,[5712],2020_CE-N-W-2_bin.44.purify_k141_902514,2020_CE-N-W-2_bin.44.purify_k141_902514_4775-7178,2020_CE-N-W-2_bin.44.purify_k141_902514_4(Fam_5712 [★Target]) --> 2020_CE-N-W-2_bin.44.purify_k141_902514_5(Fam_3331 [★Target])
"(3331, 5712)",4,[5712],2021-BQZBHK-W3_bin.20.purify_k127_1362591,2021-BQZBHK-W3_bin.20.purify_k127_1362591_8467-10870,2021-BQZBHK-W3_bin.20.purify_k127_1362591_7(Fam_5712 [★Target]) --> 2021-BQZBHK-W3_bin.20.purify_k127_1362591_8(Fam_3331 [★Target])
