Architecture,Frequency,Novel_Families,Genome,Cluster_ID,Gene_Context
"(4225, 8509)",3,[8509],JC-20S-2-N1_bin.96.purify_k141_1918337,JC-20S-2-N1_bin.96.purify_k141_1918337_2214-3802,JC-20S-2-N1_bin.96.purify_k141_1918337_3(Fam_8509 [★Target]) --> JC-20S-2-N1_bin.96.purify_k141_1918337_4(Fam_4225 [★Target])
"(4225, 8509)",3,[8509],PC-20S-4-N1_bin.75.purify_k141_1003083,PC-20S-4-N1_bin.75.purify_k141_1003083_915-2503,PC-20S-4-N1_bin.75.purify_k141_1003083_2(Fam_4225 [★Target]) --> PC-20S-4-N1_bin.75.purify_k141_1003083_3(Fam_8509 [★Target])
"(946, 2147, 3036)",3,[2147],YZYC-20S-2-N1_bin.53.purify_k141_1095129,YZYC-20S-2-N1_bin.53.purify_k141_1095129_1206-6038,YZYC-20S-2-N1_bin.53.purify_k141_1095129_2(Fam_2147 [★Target]) --> YZYC-20S-2-N1_bin.53.purify_k141_1095129_3(Fam_3036 [★Target]) --> YZYC-20S-2-N1_bin.53.purify_k141_1095129_5(Fam_946 [★Target])
"(946, 2147, 3036)",3,[2147],YZYC-20S-4-N1_bin.45.purify_k141_617966,YZYC-20S-4-N1_bin.45.purify_k141_617966_1155-5990,YZYC-20S-4-N1_bin.45.purify_k141_617966_2(Fam_2147 [★Target]) --> YZYC-20S-4-N1_bin.45.purify_k141_617966_3(Fam_3036 [★Target]) --> YZYC-20S-4-N1_bin.45.purify_k141_617966_5(Fam_946 [★Target])
"(946, 2147, 3036)",3,[2147],YZYC-20S-5-N1_bin.197.purify_k141_1575688,YZYC-20S-5-N1_bin.197.purify_k141_1575688_1041-5876,YZYC-20S-5-N1_bin.197.purify_k141_1575688_2(Fam_2147 [★Target]) --> YZYC-20S-5-N1_bin.197.purify_k141_1575688_3(Fam_3036 [★Target]) --> YZYC-20S-5-N1_bin.197.purify_k141_1575688_5(Fam_946 [★Target])
"(814, 1136)",3,"[814, 1136]",BGBMC-20S-1-N1_bin.35.purify_k141_594746,BGBMC-20S-1-N1_bin.35.purify_k141_594746_9936-13963,BGBMC-20S-1-N1_bin.35.purify_k141_594746_9(Fam_1136 [★Target]) --> BGBMC-20S-1-N1_bin.35.purify_k141_594746_11(Fam_814 [★Target])
"(814, 1136)",3,"[814, 1136]",JC-20S-1-N1_bin.86.purify_k141_1166733,JC-20S-1-N1_bin.86.purify_k141_1166733_16199-20772,JC-20S-1-N1_bin.86.purify_k141_1166733_14(Fam_814 [★Target]) --> JC-20S-1-N1_bin.86.purify_k141_1166733_16(Fam_1136 [★Target])
"(814, 1136)",3,"[814, 1136]",PC-20S-4-N1_bin.42.purify_k141_244579,PC-20S-4-N1_bin.42.purify_k141_244579_6274-10847,PC-20S-4-N1_bin.42.purify_k141_244579_8(Fam_1136 [★Target]) --> PC-20S-4-N1_bin.42.purify_k141_244579_10(Fam_814 [★Target])
"(10067, 10196)",3,[10067],NMC-S-4-N1_bin.38.purify_k141_2313453,NMC-S-4-N1_bin.38.purify_k141_2313453_5367-7324,NMC-S-4-N1_bin.38.purify_k141_2313453_6(Fam_10196 [★Target]) --> NMC-S-4-N1_bin.38.purify_k141_2313453_9(Fam_10067 [★Target])
"(10067, 10196)",3,[10067],NMC-S-8-N1_bin.236.purify_k141_472214,NMC-S-8-N1_bin.236.purify_k141_472214_3655-5612,NMC-S-8-N1_bin.236.purify_k141_472214_5(Fam_10196 [★Target]) --> NMC-S-8-N1_bin.236.purify_k141_472214_8(Fam_10067 [★Target])
"(10067, 10196)",3,[10067],NMC-S-7-N1_bin.62.purify_k141_2010624,NMC-S-7-N1_bin.62.purify_k141_2010624_3606-5563,NMC-S-7-N1_bin.62.purify_k141_2010624_5(Fam_10196 [★Target]) --> NMC-S-7-N1_bin.62.purify_k141_2010624_8(Fam_10067 [★Target])
"(1705, 4231)",3,[1705],202104TB-W37-N1_bin.62.purify_k141_377553,202104TB-W37-N1_bin.62.purify_k141_377553_1-3238,202104TB-W37-N1_bin.62.purify_k141_377553_1(Fam_4231 [★Target]) --> 202104TB-W37-N1_bin.62.purify_k141_377553_3(Fam_1705 [★Target])
"(1705, 4231)",3,[1705],SLC-S-7-N1_bin.92.purify_k141_1616907,SLC-S-7-N1_bin.92.purify_k141_1616907_2744-5999,SLC-S-7-N1_bin.92.purify_k141_1616907_3(Fam_1705 [★Target]) --> SLC-S-7-N1_bin.92.purify_k141_1616907_5(Fam_4231 [★Target])
"(1705, 4231)",3,[1705],YM-3-34.9m-N1_bin.118.purify_k141_16807,YM-3-34.9m-N1_bin.118.purify_k141_16807_1-3208,YM-3-34.9m-N1_bin.118.purify_k141_16807_1(Fam_4231 [★Target]) --> YM-3-34.9m-N1_bin.118.purify_k141_16807_3(Fam_1705 [★Target])
"(510, 5555)",3,[510],202106QH-W37-N1_bin.13.purify_k141_569874,202106QH-W37-N1_bin.13.purify_k141_569874_1-4081,202106QH-W37-N1_bin.13.purify_k141_569874_1(Fam_3462) --> 202106QH-W37-N1_bin.13.purify_k141_569874_2(Fam_5555 [★Target]) --> 202106QH-W37-N1_bin.13.purify_k141_569874_3(Fam_510 [★Target])
"(510, 5555)",3,[510],202106QH-W39-N1_bin.43.purify_k141_1099828,202106QH-W39-N1_bin.43.purify_k141_1099828_2439-7128,202106QH-W39-N1_bin.43.purify_k141_1099828_3(Fam_510 [★Target]) --> 202106QH-W39-N1_bin.43.purify_k141_1099828_4(Fam_5555 [★Target]) --> 202106QH-W39-N1_bin.43.purify_k141_1099828_5(Fam_3462)
"(510, 5555)",3,[510],QHH10-N1_bin.47.purify_k141_1429194,QHH10-N1_bin.47.purify_k141_1429194_3065-6654,QHH10-N1_bin.47.purify_k141_1429194_8(Fam_5555 [★Target]) --> QHH10-N1_bin.47.purify_k141_1429194_9(Fam_510 [★Target])
"(510, 5555)",3,[510],QHH7-N1_bin.118.purify_k141_2957733,QHH7-N1_bin.118.purify_k141_2957733_2699-7388,QHH7-N1_bin.118.purify_k141_2957733_3(Fam_510 [★Target]) --> QHH7-N1_bin.118.purify_k141_2957733_4(Fam_5555 [★Target]) --> QHH7-N1_bin.118.purify_k141_2957733_5(Fam_3462)
"(510, 5555)",3,[510],YZYC-20S-1-N1_bin.175.purify_k141_739062,YZYC-20S-1-N1_bin.175.purify_k141_739062_2335-5924,YZYC-20S-1-N1_bin.175.purify_k141_739062_3(Fam_510 [★Target]) --> YZYC-20S-1-N1_bin.175.purify_k141_739062_4(Fam_5555 [★Target])
"(11371, 12473)",3,[12473],202104TB-W37-N1_bin.6.purify_k141_1414507,202104TB-W37-N1_bin.6.purify_k141_1414507_2388-2932,202104TB-W37-N1_bin.6.purify_k141_1414507_3(Fam_11371 [★Target]) --> 202104TB-W37-N1_bin.6.purify_k141_1414507_4(Fam_12473 [★Target])
"(11371, 12473)",3,[12473],202106QH-W25-N1_bin.212.purify_k141_724013,202106QH-W25-N1_bin.212.purify_k141_724013_1266-1801,202106QH-W25-N1_bin.212.purify_k141_724013_3(Fam_11371 [★Target]) --> 202106QH-W25-N1_bin.212.purify_k141_724013_4(Fam_12473 [★Target])
"(11371, 12473)",3,[12473],PC-20S-4-N1_bin.75.purify_k141_293680,PC-20S-4-N1_bin.75.purify_k141_293680_217-752,PC-20S-4-N1_bin.75.purify_k141_293680_1(Fam_12473 [★Target]) --> PC-20S-4-N1_bin.75.purify_k141_293680_2(Fam_11371 [★Target])
"(6729, 8386)",3,[8386],BGBMC-20S-1-N1_bin.86.purify_k141_363658,BGBMC-20S-1-N1_bin.86.purify_k141_363658_6206-7596,BGBMC-20S-1-N1_bin.86.purify_k141_363658_4(Fam_6729 [★Target]) --> BGBMC-20S-1-N1_bin.86.purify_k141_363658_5(Fam_8386 [★Target])
"(6729, 8386)",3,[8386],BGBMC-20S-3-N1_bin.46.purify_k141_510491,BGBMC-20S-3-N1_bin.46.purify_k141_510491_6090-7462,BGBMC-20S-3-N1_bin.46.purify_k141_510491_4(Fam_6729 [★Target]) --> BGBMC-20S-3-N1_bin.46.purify_k141_510491_5(Fam_8386 [★Target])
"(6729, 8386)",3,[8386],SLC-S-3-N1_bin.156.purify_k141_1439491,SLC-S-3-N1_bin.156.purify_k141_1439491_7251-8641,SLC-S-3-N1_bin.156.purify_k141_1439491_7(Fam_8386 [★Target]) --> SLC-S-3-N1_bin.156.purify_k141_1439491_8(Fam_6729 [★Target])
"(5026, 7965)",3,[7965],202009TB-N7_bin.36.purify_k141_1770066,202009TB-N7_bin.36.purify_k141_1770066_505-2057,202009TB-N7_bin.36.purify_k141_1770066_2(Fam_7965 [★Target]) --> 202009TB-N7_bin.36.purify_k141_1770066_3(Fam_5026 [★Target])
"(5026, 7965)",3,[7965],NMC-S-7-N1_bin.64.purify_k141_760899,NMC-S-7-N1_bin.64.purify_k141_760899_10578-11992,NMC-S-7-N1_bin.64.purify_k141_760899_10(Fam_5026 [★Target]) --> NMC-S-7-N1_bin.64.purify_k141_760899_11(Fam_7965 [★Target])
"(5026, 7965)",3,[7965],QHH7-N1_bin.217.purify_k141_2329910,QHH7-N1_bin.217.purify_k141_2329910_352-1940,QHH7-N1_bin.217.purify_k141_2329910_2(Fam_7965 [★Target]) --> QHH7-N1_bin.217.purify_k141_2329910_3(Fam_5026 [★Target])
"(189, 1357)",3,[189],BMC20S-2-N1_bin.8.purify_k141_1368405,BMC20S-2-N1_bin.8.purify_k141_1368405_3-2281,BMC20S-2-N1_bin.8.purify_k141_1368405_1(Fam_1357 [★Target]) --> BMC20S-2-N1_bin.8.purify_k141_1368405_2(Fam_189 [★Target])
"(189, 1357)",3,[189],NMC-S-6-N1_bin.156.purify_k141_1572924,NMC-S-6-N1_bin.156.purify_k141_1572924_1-5195,NMC-S-6-N1_bin.156.purify_k141_1572924_1(Fam_1357 [★Target]) --> NMC-S-6-N1_bin.156.purify_k141_1572924_2(Fam_189 [★Target])
"(189, 1357)",3,[189],PC-20S-1-N1_bin.242.purify_k141_704779,PC-20S-1-N1_bin.242.purify_k141_704779_3-5022,PC-20S-1-N1_bin.242.purify_k141_704779_1(Fam_189 [★Target]) --> PC-20S-1-N1_bin.242.purify_k141_704779_2(Fam_1357 [★Target])
"(5080, 7728)",3,[5080],BGBMC-20S-1-N1_bin.35.purify_k141_1677106,BGBMC-20S-1-N1_bin.35.purify_k141_1677106_204-1411,BGBMC-20S-1-N1_bin.35.purify_k141_1677106_2(Fam_7728 [★Target]) --> BGBMC-20S-1-N1_bin.35.purify_k141_1677106_3(Fam_5080 [★Target])
"(5080, 7728)",3,[5080],BGBMC-20S-1-N1_bin.57.purify_k141_1748821,BGBMC-20S-1-N1_bin.57.purify_k141_1748821_443-1980,BGBMC-20S-1-N1_bin.57.purify_k141_1748821_2(Fam_7728 [★Target]) --> BGBMC-20S-1-N1_bin.57.purify_k141_1748821_3(Fam_5080 [★Target])
"(5080, 7728)",3,[5080],YM-3-34.9m-N1_bin.94.purify_k141_423793,YM-3-34.9m-N1_bin.94.purify_k141_423793_1314-2512,YM-3-34.9m-N1_bin.94.purify_k141_423793_3(Fam_7728 [★Target]) --> YM-3-34.9m-N1_bin.94.purify_k141_423793_4(Fam_5080 [★Target])
"(8744, 9628)",3,[9628],202106QH-W19-N1_bin.131.purify_k141_2307490,202106QH-W19-N1_bin.131.purify_k141_2307490_3815-4985,202106QH-W19-N1_bin.131.purify_k141_2307490_5(Fam_8744 [★Target]) --> 202106QH-W19-N1_bin.131.purify_k141_2307490_6(Fam_9628 [★Target])
"(8744, 9628)",3,[9628],202106QH-W24-N1_bin.187.purify_k141_475507,202106QH-W24-N1_bin.187.purify_k141_475507_3378-4484,202106QH-W24-N1_bin.187.purify_k141_475507_4(Fam_9628 [★Target]) --> 202106QH-W24-N1_bin.187.purify_k141_475507_5(Fam_8744 [★Target])
"(8744, 9628)",3,[9628],202106QH-W25-N1_bin.24.purify_k141_1048499,202106QH-W25-N1_bin.24.purify_k141_1048499_3714-4820,202106QH-W25-N1_bin.24.purify_k141_1048499_5(Fam_8744 [★Target]) --> 202106QH-W25-N1_bin.24.purify_k141_1048499_6(Fam_9628 [★Target])
"(510, 3462, 5555)",3,[510],202106QH-W37-N1_bin.13.purify_k141_569874,202106QH-W37-N1_bin.13.purify_k141_569874_1-4081,202106QH-W37-N1_bin.13.purify_k141_569874_1(Fam_3462 [★Target]) --> 202106QH-W37-N1_bin.13.purify_k141_569874_2(Fam_5555 [★Target]) --> 202106QH-W37-N1_bin.13.purify_k141_569874_3(Fam_510 [★Target])
"(510, 3462, 5555)",3,[510],202106QH-W39-N1_bin.43.purify_k141_1099828,202106QH-W39-N1_bin.43.purify_k141_1099828_2439-7128,202106QH-W39-N1_bin.43.purify_k141_1099828_3(Fam_510 [★Target]) --> 202106QH-W39-N1_bin.43.purify_k141_1099828_4(Fam_5555 [★Target]) --> 202106QH-W39-N1_bin.43.purify_k141_1099828_5(Fam_3462 [★Target])
"(510, 3462, 5555)",3,[510],QHH7-N1_bin.118.purify_k141_2957733,QHH7-N1_bin.118.purify_k141_2957733_2699-7388,QHH7-N1_bin.118.purify_k141_2957733_3(Fam_510 [★Target]) --> QHH7-N1_bin.118.purify_k141_2957733_4(Fam_5555 [★Target]) --> QHH7-N1_bin.118.purify_k141_2957733_5(Fam_3462 [★Target])
"(1959, 2484)",3,[1959],YZYC-20S-1-N1_bin.175.purify_k141_2349273,YZYC-20S-1-N1_bin.175.purify_k141_2349273_1266-4137,YZYC-20S-1-N1_bin.175.purify_k141_2349273_2(Fam_2484 [★Target]) --> YZYC-20S-1-N1_bin.175.purify_k141_2349273_3(Fam_1959 [★Target])
"(1959, 2484)",3,[1959],YZYC-20S-4-N1_bin.45.purify_k141_1157454,YZYC-20S-4-N1_bin.45.purify_k141_1157454_24068-26939,YZYC-20S-4-N1_bin.45.purify_k141_1157454_19(Fam_1959 [★Target]) --> YZYC-20S-4-N1_bin.45.purify_k141_1157454_20(Fam_2484 [★Target])
"(1959, 2484)",3,[1959],YZYC-20S-5-N1_bin.197.purify_k141_312589,YZYC-20S-5-N1_bin.197.purify_k141_312589_65349-68220,YZYC-20S-5-N1_bin.197.purify_k141_312589_47(Fam_1959 [★Target]) --> YZYC-20S-5-N1_bin.197.purify_k141_312589_48(Fam_2484 [★Target])
"(5392, 8628)",3,[8628],202106QH-W16-N1_bin.115.purify_k141_5944,202106QH-W16-N1_bin.115.purify_k141_5944_1221-2656,202106QH-W16-N1_bin.115.purify_k141_5944_2(Fam_5392 [★Target]) --> 202106QH-W16-N1_bin.115.purify_k141_5944_3(Fam_8628 [★Target])
"(5392, 8628)",3,[8628],BMC20S-N1-N1_bin.100.purify_k141_313199,BMC20S-N1-N1_bin.100.purify_k141_313199_1386-2854,BMC20S-N1-N1_bin.100.purify_k141_313199_2(Fam_5392 [★Target]) --> BMC20S-N1-N1_bin.100.purify_k141_313199_3(Fam_8628 [★Target])
"(5392, 8628)",3,[8628],YMH1-N1_bin.59.purify_k141_1978703,YMH1-N1_bin.59.purify_k141_1978703_1313-2771,YMH1-N1_bin.59.purify_k141_1978703_3(Fam_8628 [★Target]) --> YMH1-N1_bin.59.purify_k141_1978703_4(Fam_5392 [★Target])
"(3704, 8176)",3,[3704],202104TB-W31-N1_bin.17.purify_k141_762836,202104TB-W31-N1_bin.17.purify_k141_762836_8387-10161,202104TB-W31-N1_bin.17.purify_k141_762836_9(Fam_3704 [★Target]) --> 202104TB-W31-N1_bin.17.purify_k141_762836_10(Fam_8176 [★Target])
"(3704, 8176)",3,[3704],CE-B-S-2-N1_bin.29.purify_k141_1026022,CE-B-S-2-N1_bin.29.purify_k141_1026022_140-2163,CE-B-S-2-N1_bin.29.purify_k141_1026022_2(Fam_8176 [★Target]) --> CE-B-S-2-N1_bin.29.purify_k141_1026022_3(Fam_3704 [★Target])
"(3704, 8176)",3,[3704],YM-3-34.9m-N1_bin.62.purify_k141_1682518,YM-3-34.9m-N1_bin.62.purify_k141_1682518_8397-10171,YM-3-34.9m-N1_bin.62.purify_k141_1682518_9(Fam_3704 [★Target]) --> YM-3-34.9m-N1_bin.62.purify_k141_1682518_10(Fam_8176 [★Target])
"(901, 8681)",3,[8681],202106QH-W25-N1_bin.24.purify_k141_1446218,202106QH-W25-N1_bin.24.purify_k141_1446218_1125-4294,202106QH-W25-N1_bin.24.purify_k141_1446218_2(Fam_901 [★Target]) --> 202106QH-W25-N1_bin.24.purify_k141_1446218_3(Fam_8681 [★Target]) --> 202106QH-W25-N1_bin.24.purify_k141_1446218_4(Fam_9663)
"(901, 8681)",3,[8681],BGBMC-20S-2-N1_bin.237.purify_k141_895162,BGBMC-20S-2-N1_bin.237.purify_k141_895162_2-2689,BGBMC-20S-2-N1_bin.237.purify_k141_895162_1(Fam_8681 [★Target]) --> BGBMC-20S-2-N1_bin.237.purify_k141_895162_2(Fam_901 [★Target])
"(901, 8681)",3,[8681],NRPC-20S-2-N1_bin.46.purify_k141_888137,NRPC-20S-2-N1_bin.46.purify_k141_888137_2-2731,NRPC-20S-2-N1_bin.46.purify_k141_888137_1(Fam_8681 [★Target]) --> NRPC-20S-2-N1_bin.46.purify_k141_888137_2(Fam_901 [★Target])
"(901, 8681)",3,[8681],PC-20S-3-N1_bin.77.purify_k141_1479425,PC-20S-3-N1_bin.77.purify_k141_1479425_2-2719,PC-20S-3-N1_bin.77.purify_k141_1479425_1(Fam_8681 [★Target]) --> PC-20S-3-N1_bin.77.purify_k141_1479425_2(Fam_901 [★Target])
"(10385, 12242)",3,[12242],202106QH-W30-N1_bin.147.purify_k141_1660972,202106QH-W30-N1_bin.147.purify_k141_1660972_4840-5506,202106QH-W30-N1_bin.147.purify_k141_1660972_6(Fam_12242 [★Target]) --> 202106QH-W30-N1_bin.147.purify_k141_1660972_7(Fam_10385 [★Target])
"(10385, 12242)",3,[12242],YZYC-20S-2-N1_bin.122.purify_k141_892669,YZYC-20S-2-N1_bin.122.purify_k141_892669_3283-3938,YZYC-20S-2-N1_bin.122.purify_k141_892669_8(Fam_10385 [★Target]) --> YZYC-20S-2-N1_bin.122.purify_k141_892669_9(Fam_12242 [★Target])
"(10385, 12242)",3,[12242],YZYC-20S-5-N1_bin.58.purify_k141_1383201,YZYC-20S-5-N1_bin.58.purify_k141_1383201_4297-4952,YZYC-20S-5-N1_bin.58.purify_k141_1383201_8(Fam_10385 [★Target]) --> YZYC-20S-5-N1_bin.58.purify_k141_1383201_9(Fam_12242 [★Target])
"(1489, 2077, 7367)",3,[1489],202104TB-W34-N1_bin.35.purify_k141_2011445,202104TB-W34-N1_bin.35.purify_k141_2011445_178-3535,202104TB-W34-N1_bin.35.purify_k141_2011445_2(Fam_2077 [★Target]) --> 202104TB-W34-N1_bin.35.purify_k141_2011445_3(Fam_7367 [★Target]) --> 202104TB-W34-N1_bin.35.purify_k141_2011445_4(Fam_1489 [★Target])
"(1489, 2077, 7367)",3,[1489],202106QH-W16-N1_bin.119.purify_k141_566705,202106QH-W16-N1_bin.119.purify_k141_566705_173-3338,202106QH-W16-N1_bin.119.purify_k141_566705_2(Fam_1489 [★Target]) --> 202106QH-W16-N1_bin.119.purify_k141_566705_3(Fam_7367 [★Target]) --> 202106QH-W16-N1_bin.119.purify_k141_566705_4(Fam_2077 [★Target])
"(1489, 2077, 7367)",3,[1489],JC-20S-3-N1_bin.66.purify_k141_1586507,JC-20S-3-N1_bin.66.purify_k141_1586507_3-3030,JC-20S-3-N1_bin.66.purify_k141_1586507_1(Fam_2077 [★Target]) --> JC-20S-3-N1_bin.66.purify_k141_1586507_2(Fam_7367 [★Target]) --> JC-20S-3-N1_bin.66.purify_k141_1586507_3(Fam_1489 [★Target])
"(2229, 3975)",3,[3975],202104TB-W70-N1_bin.22.purify_k141_1628312,202104TB-W70-N1_bin.22.purify_k141_1628312_3895-6480,202104TB-W70-N1_bin.22.purify_k141_1628312_5(Fam_2229 [★Target]) --> 202104TB-W70-N1_bin.22.purify_k141_1628312_6(Fam_3975 [★Target])
"(2229, 3975)",3,[3975],BGBMC-20S-2-N1_bin.109.purify_k141_2506884,BGBMC-20S-2-N1_bin.109.purify_k141_2506884_2465-4132,BGBMC-20S-2-N1_bin.109.purify_k141_2506884_3(Fam_3975 [★Target]) --> BGBMC-20S-2-N1_bin.109.purify_k141_2506884_4(Fam_2229 [★Target])
"(2229, 3975)",3,[3975],QHH10-N1_bin.2.purify_k141_2213702,QHH10-N1_bin.2.purify_k141_2213702_2777-5362,QHH10-N1_bin.2.purify_k141_2213702_4(Fam_2229 [★Target]) --> QHH10-N1_bin.2.purify_k141_2213702_5(Fam_3975 [★Target])
"(2700, 7651)",3,[7651],NMC-S-6-N1_bin.68.purify_k141_84861,NMC-S-6-N1_bin.68.purify_k141_84861_5179-7133,NMC-S-6-N1_bin.68.purify_k141_84861_8(Fam_2700 [★Target]) --> NMC-S-6-N1_bin.68.purify_k141_84861_9(Fam_7651 [★Target])
"(2700, 7651)",3,[7651],SLHSD1-N1_bin.27.purify_k141_808942,SLHSD1-N1_bin.27.purify_k141_808942_13727-15679,SLHSD1-N1_bin.27.purify_k141_808942_12(Fam_2700 [★Target]) --> SLHSD1-N1_bin.27.purify_k141_808942_13(Fam_7651 [★Target])
"(2700, 7651)",3,[7651],ZJ-S-N13.9m-N2_bin.45.purify_k141_367241,ZJ-S-N13.9m-N2_bin.45.purify_k141_367241_1683-3704,ZJ-S-N13.9m-N2_bin.45.purify_k141_367241_4(Fam_2700 [★Target]) --> ZJ-S-N13.9m-N2_bin.45.purify_k141_367241_5(Fam_7651 [★Target])
"(133, 1972)",3,[1972],202104TB-W33-N1_bin.157.purify_k141_60522,202104TB-W33-N1_bin.157.purify_k141_60522_3171-6475,202104TB-W33-N1_bin.157.purify_k141_60522_5(Fam_1972 [★Target]) --> 202104TB-W33-N1_bin.157.purify_k141_60522_8(Fam_133 [★Target])
"(133, 1972)",3,[1972],YM-3-34.9m-N1_bin.180.purify_k141_397614,YM-3-34.9m-N1_bin.180.purify_k141_397614_5181-8485,YM-3-34.9m-N1_bin.180.purify_k141_397614_8(Fam_1972 [★Target]) --> YM-3-34.9m-N1_bin.180.purify_k141_397614_11(Fam_133 [★Target])
"(133, 1972)",3,[1972],YM-S-27.0m-N1_bin.161.purify_k141_786337,YM-S-27.0m-N1_bin.161.purify_k141_786337_4060-7364,YM-S-27.0m-N1_bin.161.purify_k141_786337_4(Fam_133 [★Target]) --> YM-S-27.0m-N1_bin.161.purify_k141_786337_7(Fam_1972 [★Target])
"(5033, 7673)",3,[5033],CE-20S-1-N1_bin.37.purify_k141_779201,CE-20S-1-N1_bin.37.purify_k141_779201_824-2683,CE-20S-1-N1_bin.37.purify_k141_779201_2(Fam_7673 [★Target]) --> CE-20S-1-N1_bin.37.purify_k141_779201_3(Fam_5033 [★Target])
"(5033, 7673)",3,[5033],CE-20S-2-N1_bin.84.purify_k141_633243,CE-20S-2-N1_bin.84.purify_k141_633243_926-2785,CE-20S-2-N1_bin.84.purify_k141_633243_3(Fam_7673 [★Target]) --> CE-20S-2-N1_bin.84.purify_k141_633243_4(Fam_5033 [★Target])
"(5033, 7673)",3,[5033],SLC-S-3-N1_bin.221.purify_k141_2448410,SLC-S-3-N1_bin.221.purify_k141_2448410_1628-3487,SLC-S-3-N1_bin.221.purify_k141_2448410_3(Fam_5033 [★Target]) --> SLC-S-3-N1_bin.221.purify_k141_2448410_4(Fam_7673 [★Target])
"(10825, 12418)",3,[12418],202104TB-W70-N1_bin.76.purify_k141_855341,202104TB-W70-N1_bin.76.purify_k141_855341_3303-4058,202104TB-W70-N1_bin.76.purify_k141_855341_6(Fam_10825 [★Target]) --> 202104TB-W70-N1_bin.76.purify_k141_855341_7(Fam_12418 [★Target])
"(10825, 12418)",3,[12418],CE-20S-1-N1_bin.149.purify_k141_88622,CE-20S-1-N1_bin.149.purify_k141_88622_8680-9435,CE-20S-1-N1_bin.149.purify_k141_88622_9(Fam_10825 [★Target]) --> CE-20S-1-N1_bin.149.purify_k141_88622_10(Fam_12418 [★Target])
"(10825, 12418)",3,[12418],NRPC-20S-2-N1_bin.12.purify_k141_736837,NRPC-20S-2-N1_bin.12.purify_k141_736837_8529-9284,NRPC-20S-2-N1_bin.12.purify_k141_736837_7(Fam_12418 [★Target]) --> NRPC-20S-2-N1_bin.12.purify_k141_736837_8(Fam_10825 [★Target])
"(1902, 4965)",3,"[1902, 4965]",SLC-S-7-N1_bin.120.purify_k141_759499,SLC-S-7-N1_bin.120.purify_k141_759499_6034-8485,SLC-S-7-N1_bin.120.purify_k141_759499_6(Fam_4965 [★Target]) --> SLC-S-7-N1_bin.120.purify_k141_759499_7(Fam_1902 [★Target])
"(1902, 4965)",3,"[1902, 4965]",YM-3-34.9m-N1_bin.54.purify_k141_1730726,YM-3-34.9m-N1_bin.54.purify_k141_1730726_908-3461,YM-3-34.9m-N1_bin.54.purify_k141_1730726_3(Fam_1902 [★Target]) --> YM-3-34.9m-N1_bin.54.purify_k141_1730726_4(Fam_4965 [★Target])
"(1902, 4965)",3,"[1902, 4965]",ZJZBSD-s05-2-N2_bin.85.purify_k141_1022994,ZJZBSD-s05-2-N2_bin.85.purify_k141_1022994_2-1483,ZJZBSD-s05-2-N2_bin.85.purify_k141_1022994_1(Fam_1902 [★Target]) --> ZJZBSD-s05-2-N2_bin.85.purify_k141_1022994_2(Fam_4965 [★Target])
"(11443, 12479)",3,"[11443, 12479]",202106QH-W16-N1_bin.153.purify_k141_1110149,202106QH-W16-N1_bin.153.purify_k141_1110149_11567-12156,202106QH-W16-N1_bin.153.purify_k141_1110149_13(Fam_11443 [★Target]) --> 202106QH-W16-N1_bin.153.purify_k141_1110149_14(Fam_12479 [★Target])
"(11443, 12479)",3,"[11443, 12479]",202106QH-W25-N1_bin.76.purify_k141_229934,202106QH-W25-N1_bin.76.purify_k141_229934_11733-12322,202106QH-W25-N1_bin.76.purify_k141_229934_13(Fam_11443 [★Target]) --> 202106QH-W25-N1_bin.76.purify_k141_229934_14(Fam_12479 [★Target])
"(11443, 12479)",3,"[11443, 12479]",202106QH-W27-N1_bin.109.purify_k141_3096220,202106QH-W27-N1_bin.109.purify_k141_3096220_9544-10133,202106QH-W27-N1_bin.109.purify_k141_3096220_11(Fam_11443 [★Target]) --> 202106QH-W27-N1_bin.109.purify_k141_3096220_12(Fam_12479 [★Target])
"(1074, 3044)",3,[1074],BGBMC-20S-2-N1_bin.55.purify_k141_288096,BGBMC-20S-2-N1_bin.55.purify_k141_288096_2317-6644,BGBMC-20S-2-N1_bin.55.purify_k141_288096_4(Fam_3044 [★Target]) --> BGBMC-20S-2-N1_bin.55.purify_k141_288096_6(Fam_1074 [★Target])
"(1074, 3044)",3,[1074],BGBMC-20S-3-N1_bin.176.purify_k141_1610270,BGBMC-20S-3-N1_bin.176.purify_k141_1610270_11077-15404,BGBMC-20S-3-N1_bin.176.purify_k141_1610270_11(Fam_1074 [★Target]) --> BGBMC-20S-3-N1_bin.176.purify_k141_1610270_13(Fam_3044 [★Target])
"(1074, 3044)",3,[1074],SLC-S-N1_bin.167.purify_k141_1903551,SLC-S-N1_bin.167.purify_k141_1903551_11065-15392,SLC-S-N1_bin.167.purify_k141_1903551_11(Fam_1074 [★Target]) --> SLC-S-N1_bin.167.purify_k141_1903551_13(Fam_3044 [★Target])
"(3792, 5457)",3,[3792],CE-20S-1-N1_bin.11.purify_k141_259220,CE-20S-1-N1_bin.11.purify_k141_259220_2075-5263,CE-20S-1-N1_bin.11.purify_k141_259220_4(Fam_3792 [★Target]) --> CE-20S-1-N1_bin.11.purify_k141_259220_6(Fam_5457 [★Target])
