homology_cluster_id,candidate,known_defense,total_genes,homology_type
5213,1,1,2,Expanded_Known_Family
5216,0,2,2,Known_Family_Only
9758,1,1,2,Expanded_Known_Family
5410,2,0,2,Potential_Novel_Family
9606,2,0,2,Potential_Novel_Family
5475,2,0,2,Potential_Novel_Family
9830,2,0,2,Potential_Novel_Family
5111,1,1,2,Expanded_Known_Family
5112,2,0,2,Potential_Novel_Family
5114,1,1,2,Expanded_Known_Family
5118,2,0,2,Potential_Novel_Family
9825,2,0,2,Potential_Novel_Family
5123,2,0,2,Potential_Novel_Family
9820,1,1,2,Expanded_Known_Family
5163,1,1,2,Expanded_Known_Family
5133,2,0,2,Potential_Novel_Family
5134,1,1,2,Expanded_Known_Family
5459,2,0,2,Potential_Novel_Family
5139,0,2,2,Known_Family_Only
9809,2,0,2,Potential_Novel_Family
5455,2,0,2,Potential_Novel_Family
5147,1,1,2,Expanded_Known_Family
5153,2,0,2,Potential_Novel_Family
5449,2,0,2,Potential_Novel_Family
5162,2,0,2,Potential_Novel_Family
5465,2,0,2,Potential_Novel_Family
5370,2,0,2,Potential_Novel_Family
5286,1,1,2,Expanded_Known_Family
5368,1,1,2,Expanded_Known_Family
9709,1,1,2,Expanded_Known_Family
5291,1,1,2,Expanded_Known_Family
5365,1,1,2,Expanded_Known_Family
5362,1,1,2,Expanded_Known_Family
5360,2,0,2,Potential_Novel_Family
9659,1,1,2,Expanded_Known_Family
5222,2,0,2,Potential_Novel_Family
9689,0,2,2,Known_Family_Only
9667,1,1,2,Expanded_Known_Family
5348,1,1,2,Expanded_Known_Family
5320,1,1,2,Expanded_Known_Family
5322,0,2,2,Known_Family_Only
5343,1,1,2,Expanded_Known_Family
5329,1,1,2,Expanded_Known_Family
9679,2,0,2,Potential_Novel_Family
5332,2,0,2,Potential_Novel_Family
5338,2,0,2,Potential_Novel_Family
5354,1,1,2,Expanded_Known_Family
5224,1,1,2,Expanded_Known_Family
5226,0,2,2,Known_Family_Only
9632,1,1,2,Expanded_Known_Family
5406,1,1,2,Expanded_Known_Family
5401,0,2,2,Known_Family_Only
5237,1,1,2,Expanded_Known_Family
5394,2,0,2,Potential_Novel_Family
5393,2,0,2,Potential_Novel_Family
5391,1,1,2,Expanded_Known_Family
5283,2,0,2,Potential_Novel_Family
9640,1,1,2,Expanded_Known_Family
9732,1,1,2,Expanded_Known_Family
9731,1,1,2,Expanded_Known_Family
5260,1,1,2,Expanded_Known_Family
5386,1,1,2,Expanded_Known_Family
5264,0,2,2,Known_Family_Only
5268,2,0,2,Potential_Novel_Family
9645,2,0,2,Potential_Novel_Family
5279,0,2,2,Known_Family_Only
5281,0,2,2,Known_Family_Only
5390,0,2,2,Known_Family_Only
5578,2,0,2,Potential_Novel_Family
5577,2,0,2,Potential_Novel_Family
9956,1,1,2,Expanded_Known_Family
5571,2,0,2,Potential_Novel_Family
4944,1,1,2,Expanded_Known_Family
4945,2,0,2,Potential_Novel_Family
4946,2,0,2,Potential_Novel_Family
5568,1,1,2,Expanded_Known_Family
4949,0,2,2,Known_Family_Only
9833,1,1,2,Expanded_Known_Family
4954,2,0,2,Potential_Novel_Family
5563,2,0,2,Potential_Novel_Family
5562,1,1,2,Expanded_Known_Family
9940,2,0,2,Potential_Novel_Family
5560,1,1,2,Expanded_Known_Family
4962,2,0,2,Potential_Novel_Family
5557,0,2,2,Known_Family_Only
4967,2,0,2,Potential_Novel_Family
4972,2,0,2,Potential_Novel_Family
9931,2,0,2,Potential_Novel_Family
5565,1,1,2,Expanded_Known_Family
10013,0,2,2,Known_Family_Only
4865,2,0,2,Potential_Novel_Family
10009,1,1,2,Expanded_Known_Family
4872,0,2,2,Known_Family_Only
4874,1,1,2,Expanded_Known_Family
4877,2,0,2,Potential_Novel_Family
4878,2,0,2,Potential_Novel_Family
10002,2,0,2,Potential_Novel_Family
4881,1,1,2,Expanded_Known_Family
5581,2,0,2,Potential_Novel_Family
5616,1,1,2,Expanded_Known_Family
5612,1,1,2,Expanded_Known_Family
4888,0,2,2,Known_Family_Only
5611,2,0,2,Potential_Novel_Family
9491,2,0,2,Potential_Novel_Family
5607,2,0,2,Potential_Novel_Family
9989,2,0,2,Potential_Novel_Family
9988,0,2,2,Known_Family_Only
9981,2,0,2,Potential_Novel_Family
5595,2,0,2,Potential_Novel_Family
4882,2,0,2,Potential_Novel_Family
5050,2,0,2,Potential_Novel_Family
5052,1,1,2,Expanded_Known_Family
5053,1,1,2,Expanded_Known_Family
5511,1,1,2,Expanded_Known_Family
9871,0,2,2,Known_Family_Only
5508,2,0,2,Potential_Novel_Family
5505,1,1,2,Expanded_Known_Family
5065,2,0,2,Potential_Novel_Family
9561,1,1,2,Expanded_Known_Family
4979,2,0,2,Potential_Novel_Family
5071,0,2,2,Known_Family_Only
5498,2,0,2,Potential_Novel_Family
5084,2,0,2,Potential_Novel_Family
9849,2,0,2,Potential_Novel_Family
5488,2,0,2,Potential_Novel_Family
5487,1,1,2,Expanded_Known_Family
9844,2,0,2,Potential_Novel_Family
5478,1,1,2,Expanded_Known_Family
9835,2,0,2,Potential_Novel_Family
5106,2,0,2,Potential_Novel_Family
5500,2,0,2,Potential_Novel_Family
5551,2,0,2,Potential_Novel_Family
4992,2,0,2,Potential_Novel_Family
4993,2,0,2,Potential_Novel_Family
9919,2,0,2,Potential_Novel_Family
9917,2,0,2,Potential_Novel_Family
9911,0,2,2,Known_Family_Only
5538,2,0,2,Potential_Novel_Family
5535,2,0,2,Potential_Novel_Family
9539,1,1,2,Expanded_Known_Family
9541,2,0,2,Potential_Novel_Family
5514,2,0,2,Potential_Novel_Family
5530,0,2,2,Known_Family_Only
5529,1,1,2,Expanded_Known_Family
9900,0,2,2,Known_Family_Only
5018,2,0,2,Potential_Novel_Family
9893,1,1,2,Expanded_Known_Family
5523,2,0,2,Potential_Novel_Family
9891,2,0,2,Potential_Novel_Family
9881,0,2,2,Known_Family_Only
9880,2,0,2,Potential_Novel_Family
9551,1,1,2,Expanded_Known_Family
5014,2,0,2,Potential_Novel_Family
3854,1,1,2,Expanded_Known_Family
10683,0,2,2,Known_Family_Only
3860,0,2,2,Known_Family_Only
3863,2,0,2,Potential_Novel_Family
3866,1,1,2,Expanded_Known_Family
3876,0,2,2,Known_Family_Only
6152,2,0,2,Potential_Novel_Family
6151,2,0,2,Potential_Novel_Family
10669,0,2,2,Known_Family_Only
5837,2,0,2,Potential_Novel_Family
10667,1,1,2,Expanded_Known_Family
6148,2,0,2,Potential_Novel_Family
6146,2,0,2,Potential_Novel_Family
3893,2,0,2,Potential_Novel_Family
6141,2,0,2,Potential_Novel_Family
9126,1,1,2,Expanded_Known_Family
3905,1,1,2,Expanded_Known_Family
6133,1,1,2,Expanded_Known_Family
3909,1,1,2,Expanded_Known_Family
10648,2,0,2,Potential_Novel_Family
3882,1,1,2,Expanded_Known_Family
3782,1,1,2,Expanded_Known_Family
10731,2,0,2,Potential_Novel_Family
10729,0,2,2,Known_Family_Only
6198,2,0,2,Potential_Novel_Family
10725,0,2,2,Known_Family_Only
10723,1,1,2,Expanded_Known_Family
3806,2,0,2,Potential_Novel_Family
3808,2,0,2,Potential_Novel_Family
6189,2,0,2,Potential_Novel_Family
3847,2,0,2,Potential_Novel_Family
3817,2,0,2,Potential_Novel_Family
3818,2,0,2,Potential_Novel_Family
9094,1,1,2,Expanded_Known_Family
3822,2,0,2,Potential_Novel_Family
9096,1,1,2,Expanded_Known_Family
6173,1,1,2,Expanded_Known_Family
3838,2,0,2,Potential_Novel_Family
3839,2,0,2,Potential_Novel_Family
6171,0,2,2,Known_Family_Only
6170,0,2,2,Known_Family_Only
6188,1,1,2,Expanded_Known_Family
3974,0,2,2,Known_Family_Only
9151,2,0,2,Potential_Novel_Family
10604,0,2,2,Known_Family_Only
10599,1,1,2,Expanded_Known_Family
3984,1,1,2,Expanded_Known_Family
10597,2,0,2,Potential_Novel_Family
3988,2,0,2,Potential_Novel_Family
3989,2,0,2,Potential_Novel_Family
3995,2,0,2,Potential_Novel_Family
10646,1,1,2,Expanded_Known_Family
10587,2,0,2,Potential_Novel_Family
6080,0,2,2,Known_Family_Only
9164,2,0,2,Potential_Novel_Family
9166,2,0,2,Potential_Novel_Family
4010,0,2,2,Known_Family_Only
4012,1,1,2,Expanded_Known_Family
9168,2,0,2,Potential_Novel_Family
4018,2,0,2,Potential_Novel_Family
4020,2,0,2,Potential_Novel_Family
4021,2,0,2,Potential_Novel_Family
6086,1,1,2,Expanded_Known_Family
10645,1,1,2,Expanded_Known_Family
6129,1,1,2,Expanded_Known_Family
3918,2,0,2,Potential_Novel_Family
10642,1,1,2,Expanded_Known_Family
3920,2,0,2,Potential_Novel_Family
3922,2,0,2,Potential_Novel_Family
6127,2,0,2,Potential_Novel_Family
9134,0,2,2,Known_Family_Only
3932,2,0,2,Potential_Novel_Family
3972,1,1,2,Expanded_Known_Family
6113,2,0,2,Potential_Novel_Family
6111,1,1,2,Expanded_Known_Family
6106,1,1,2,Expanded_Known_Family
6105,1,1,2,Expanded_Known_Family
6101,2,0,2,Potential_Novel_Family
3957,2,0,2,Potential_Novel_Family
3960,1,1,2,Expanded_Known_Family
3961,1,1,2,Expanded_Known_Family
3962,2,0,2,Potential_Novel_Family
3964,2,0,2,Potential_Novel_Family
9137,1,1,2,Expanded_Known_Family
6282,2,0,2,Potential_Novel_Family
6280,2,0,2,Potential_Novel_Family
3608,1,1,2,Expanded_Known_Family
9023,2,0,2,Potential_Novel_Family
6274,0,2,2,Known_Family_Only
10827,1,1,2,Expanded_Known_Family
3618,1,1,2,Expanded_Known_Family
10826,1,1,2,Expanded_Known_Family
3625,1,1,2,Expanded_Known_Family
3777,2,0,2,Potential_Novel_Family
10822,2,0,2,Potential_Novel_Family
3630,0,2,2,Known_Family_Only
9030,1,1,2,Expanded_Known_Family
10819,1,1,2,Expanded_Known_Family
3637,2,0,2,Potential_Novel_Family
3639,1,1,2,Expanded_Known_Family
6266,0,2,2,Known_Family_Only
3647,2,0,2,Potential_Novel_Family
3648,2,0,2,Potential_Novel_Family
10807,2,0,2,Potential_Novel_Family
3627,0,2,2,Known_Family_Only
3521,2,0,2,Potential_Novel_Family
10900,1,1,2,Expanded_Known_Family
6336,2,0,2,Potential_Novel_Family
6334,1,1,2,Expanded_Known_Family
8983,1,1,2,Expanded_Known_Family
8986,2,0,2,Potential_Novel_Family
8991,2,0,2,Potential_Novel_Family
6321,0,2,2,Known_Family_Only
8997,2,0,2,Potential_Novel_Family
3597,0,2,2,Known_Family_Only
6304,2,0,2,Potential_Novel_Family
9006,2,0,2,Potential_Novel_Family
3570,1,1,2,Expanded_Known_Family
10860,0,2,2,Known_Family_Only
6299,2,0,2,Potential_Novel_Family
6298,1,1,2,Expanded_Known_Family
9011,2,0,2,Potential_Novel_Family
10852,2,0,2,Potential_Novel_Family
10850,0,2,2,Known_Family_Only
9017,2,0,2,Potential_Novel_Family
10875,1,1,2,Expanded_Known_Family
3718,2,0,2,Potential_Novel_Family
3719,0,2,2,Known_Family_Only
6235,1,1,2,Expanded_Known_Family
9058,1,1,2,Expanded_Known_Family
3723,2,0,2,Potential_Novel_Family
3727,1,1,2,Expanded_Known_Family
9060,2,0,2,Potential_Novel_Family
3732,1,1,2,Expanded_Known_Family
6228,2,0,2,Potential_Novel_Family
3657,2,0,2,Potential_Novel_Family
3741,1,1,2,Expanded_Known_Family
9069,1,1,2,Expanded_Known_Family
9073,1,1,2,Expanded_Known_Family
3761,0,2,2,Known_Family_Only
3762,0,2,2,Known_Family_Only
3763,1,1,2,Expanded_Known_Family
3765,1,1,2,Expanded_Known_Family
3769,1,1,2,Expanded_Known_Family
6207,1,1,2,Expanded_Known_Family
3775,2,0,2,Potential_Novel_Family
3738,1,1,2,Expanded_Known_Family
3659,1,1,2,Expanded_Known_Family
10804,1,1,2,Expanded_Known_Family
3666,2,0,2,Potential_Novel_Family
3667,2,0,2,Potential_Novel_Family
10799,2,0,2,Potential_Novel_Family
9042,1,1,2,Expanded_Known_Family
10794,1,1,2,Expanded_Known_Family
3683,2,0,2,Potential_Novel_Family
3685,1,1,2,Expanded_Known_Family
3711,0,2,2,Known_Family_Only
3691,1,1,2,Expanded_Known_Family
3692,2,0,2,Potential_Novel_Family
3696,2,0,2,Potential_Novel_Family
10782,0,2,2,Known_Family_Only
3698,2,0,2,Potential_Novel_Family
9052,2,0,2,Potential_Novel_Family
10778,2,0,2,Potential_Novel_Family
3703,2,0,2,Potential_Novel_Family
9054,1,1,2,Expanded_Known_Family
10776,2,0,2,Potential_Novel_Family
3687,2,0,2,Potential_Novel_Family
10389,1,1,2,Expanded_Known_Family
9279,2,0,2,Potential_Novel_Family
9280,2,0,2,Potential_Novel_Family
10382,2,0,2,Potential_Novel_Family
5918,2,0,2,Potential_Novel_Family
9283,2,0,2,Potential_Novel_Family
9285,2,0,2,Potential_Novel_Family
4329,0,2,2,Known_Family_Only
4333,1,1,2,Expanded_Known_Family
4022,0,2,2,Known_Family_Only
5904,2,0,2,Potential_Novel_Family
4342,2,0,2,Potential_Novel_Family
5903,1,1,2,Expanded_Known_Family
5902,1,1,2,Expanded_Known_Family
5899,0,2,2,Known_Family_Only
5898,0,2,2,Known_Family_Only
10359,2,0,2,Potential_Novel_Family
5896,1,1,2,Expanded_Known_Family
5893,2,0,2,Potential_Novel_Family
4359,1,1,2,Expanded_Known_Family
9292,0,2,2,Known_Family_Only
10424,1,1,2,Expanded_Known_Family
5947,1,1,2,Expanded_Known_Family
4262,2,0,2,Potential_Novel_Family
10415,2,0,2,Potential_Novel_Family
10414,2,0,2,Potential_Novel_Family
9266,1,1,2,Expanded_Known_Family
9267,2,0,2,Potential_Novel_Family
10409,2,0,2,Potential_Novel_Family
4273,2,0,2,Potential_Novel_Family
4304,0,2,2,Known_Family_Only
10406,0,2,2,Known_Family_Only
4279,2,0,2,Potential_Novel_Family
4281,1,1,2,Expanded_Known_Family
5936,1,1,2,Expanded_Known_Family
10402,1,1,2,Expanded_Known_Family
4291,1,1,2,Expanded_Known_Family
4293,2,0,2,Potential_Novel_Family
9274,2,0,2,Potential_Novel_Family
9277,1,1,2,Expanded_Known_Family
4302,2,0,2,Potential_Novel_Family
4275,2,0,2,Potential_Novel_Family
10318,1,1,2,Expanded_Known_Family
5860,2,0,2,Potential_Novel_Family
4420,2,0,2,Potential_Novel_Family
4423,1,1,2,Expanded_Known_Family
4424,1,1,2,Expanded_Known_Family
4426,2,0,2,Potential_Novel_Family
9325,2,0,2,Potential_Novel_Family
4431,0,2,2,Known_Family_Only
4433,0,2,2,Known_Family_Only
10354,0,2,2,Known_Family_Only
9326,2,0,2,Potential_Novel_Family
10303,2,0,2,Potential_Novel_Family
4443,2,0,2,Potential_Novel_Family
9327,1,1,2,Expanded_Known_Family
4446,2,0,2,Potential_Novel_Family
4447,0,2,2,Known_Family_Only
5848,2,0,2,Potential_Novel_Family
4458,1,1,2,Expanded_Known_Family
10291,1,1,2,Expanded_Known_Family
9336,1,1,2,Expanded_Known_Family
4436,2,0,2,Potential_Novel_Family
4361,2,0,2,Potential_Novel_Family
9300,1,1,2,Expanded_Known_Family
4368,1,1,2,Expanded_Known_Family
9301,2,0,2,Potential_Novel_Family
4371,1,1,2,Expanded_Known_Family
4372,0,2,2,Known_Family_Only
5886,2,0,2,Potential_Novel_Family
5883,2,0,2,Potential_Novel_Family
4381,0,2,2,Known_Family_Only
5864,0,2,2,Known_Family_Only
10335,1,1,2,Expanded_Known_Family
4391,2,0,2,Potential_Novel_Family
5872,1,1,2,Expanded_Known_Family
4395,2,0,2,Potential_Novel_Family
5871,1,1,2,Expanded_Known_Family
4398,0,2,2,Known_Family_Only
10329,2,0,2,Potential_Novel_Family
4405,1,1,2,Expanded_Known_Family
4411,1,1,2,Expanded_Known_Family
10322,1,1,2,Expanded_Known_Family
5876,0,2,2,Known_Family_Only
9194,2,0,2,Potential_Novel_Family
4088,0,2,2,Known_Family_Only
4090,2,0,2,Potential_Novel_Family
10530,2,0,2,Potential_Novel_Family
10527,1,1,2,Expanded_Known_Family
4100,1,1,2,Expanded_Known_Family
9202,1,1,2,Expanded_Known_Family
4105,1,1,2,Expanded_Known_Family
9206,1,1,2,Expanded_Known_Family
4243,1,1,2,Expanded_Known_Family
9210,2,0,2,Potential_Novel_Family
4113,1,1,2,Expanded_Known_Family
4116,1,1,2,Expanded_Known_Family
9214,2,0,2,Potential_Novel_Family
10504,0,2,2,Known_Family_Only
4128,2,0,2,Potential_Novel_Family
10501,0,2,2,Known_Family_Only
9219,1,1,2,Expanded_Known_Family
4137,1,1,2,Expanded_Known_Family
4145,2,0,2,Potential_Novel_Family
9209,2,0,2,Potential_Novel_Family
10572,1,1,2,Expanded_Known_Family
9172,1,1,2,Expanded_Known_Family
4027,0,2,2,Known_Family_Only
10567,1,1,2,Expanded_Known_Family
10564,0,2,2,Known_Family_Only
9178,1,1,2,Expanded_Known_Family
9179,2,0,2,Potential_Novel_Family
6059,2,0,2,Potential_Novel_Family
4046,2,0,2,Potential_Novel_Family
10536,2,0,2,Potential_Novel_Family
4049,2,0,2,Potential_Novel_Family
4052,2,0,2,Potential_Novel_Family
4053,2,0,2,Potential_Novel_Family
4055,0,2,2,Known_Family_Only
10551,0,2,2,Known_Family_Only
4060,2,0,2,Potential_Novel_Family
4065,0,2,2,Known_Family_Only
10548,2,0,2,Potential_Novel_Family
4068,2,0,2,Potential_Novel_Family
9193,2,0,2,Potential_Novel_Family
4047,2,0,2,Potential_Novel_Family
4200,2,0,2,Potential_Novel_Family
4201,2,0,2,Potential_Novel_Family
5977,1,1,2,Expanded_Known_Family
4204,2,0,2,Potential_Novel_Family
4205,1,1,2,Expanded_Known_Family
4206,2,0,2,Potential_Novel_Family
10452,1,1,2,Expanded_Known_Family
4209,1,1,2,Expanded_Known_Family
4212,1,1,2,Expanded_Known_Family
10491,1,1,2,Expanded_Known_Family
5973,1,1,2,Expanded_Known_Family
4216,0,2,2,Known_Family_Only
10445,2,0,2,Potential_Novel_Family
4222,2,0,2,Potential_Novel_Family
10440,2,0,2,Potential_Novel_Family
4232,0,2,2,Known_Family_Only
9249,2,0,2,Potential_Novel_Family
4235,1,1,2,Expanded_Known_Family
5963,0,2,2,Known_Family_Only
4242,2,0,2,Potential_Novel_Family
4213,2,0,2,Potential_Novel_Family
4148,2,0,2,Potential_Novel_Family
6002,1,1,2,Expanded_Known_Family
4151,1,1,2,Expanded_Known_Family
4153,1,1,2,Expanded_Known_Family
5999,1,1,2,Expanded_Known_Family
4157,2,0,2,Potential_Novel_Family
4158,1,1,2,Expanded_Known_Family
5998,2,0,2,Potential_Novel_Family
4160,2,0,2,Potential_Novel_Family
4167,2,0,2,Potential_Novel_Family
9243,2,0,2,Potential_Novel_Family
10473,2,0,2,Potential_Novel_Family
9235,2,0,2,Potential_Novel_Family
10468,2,0,2,Potential_Novel_Family
10465,1,1,2,Expanded_Known_Family
5983,2,0,2,Potential_Novel_Family
4191,2,0,2,Potential_Novel_Family
10460,1,1,2,Expanded_Known_Family
4194,2,0,2,Potential_Novel_Family
10459,1,1,2,Expanded_Known_Family
10457,2,0,2,Potential_Novel_Family
9232,2,0,2,Potential_Novel_Family
684,2,0,2,Potential_Novel_Family
1812,0,2,2,Known_Family_Only
683,2,0,2,Potential_Novel_Family
1814,1,1,2,Expanded_Known_Family
1816,2,0,2,Potential_Novel_Family
8412,1,1,2,Expanded_Known_Family
1818,2,0,2,Potential_Novel_Family
11954,1,1,2,Expanded_Known_Family
2216,2,0,2,Potential_Novel_Family
671,2,0,2,Potential_Novel_Family
1824,2,0,2,Potential_Novel_Family
7144,1,1,2,Expanded_Known_Family
8049,0,2,2,Known_Family_Only
1831,2,0,2,Potential_Novel_Family
1832,2,0,2,Potential_Novel_Family
7666,1,1,2,Expanded_Known_Family
1834,1,1,2,Expanded_Known_Family
1835,0,2,2,Known_Family_Only
12619,2,0,2,Potential_Novel_Family
1773,1,1,2,Expanded_Known_Family
8393,2,0,2,Potential_Novel_Family
11978,2,0,2,Potential_Novel_Family
11977,2,0,2,Potential_Novel_Family
1782,2,0,2,Potential_Novel_Family
11973,1,1,2,Expanded_Known_Family
12602,1,1,2,Expanded_Known_Family
8061,1,1,2,Expanded_Known_Family
1788,2,0,2,Potential_Novel_Family
7656,2,0,2,Potential_Novel_Family
8399,2,0,2,Potential_Novel_Family
8400,1,1,2,Expanded_Known_Family
8401,2,0,2,Potential_Novel_Family
1798,0,2,2,Known_Family_Only
696,1,1,2,Expanded_Known_Family
694,2,0,2,Potential_Novel_Family
7652,0,2,2,Known_Family_Only
1808,1,1,2,Expanded_Known_Family
1809,0,2,2,Known_Family_Only
704,1,1,2,Expanded_Known_Family
638,1,1,2,Expanded_Known_Family
637,1,1,2,Expanded_Known_Family
8428,2,0,2,Potential_Novel_Family
7125,2,0,2,Potential_Novel_Family
634,1,1,2,Expanded_Known_Family
1875,1,1,2,Expanded_Known_Family
633,1,1,2,Expanded_Known_Family
1879,1,1,2,Expanded_Known_Family
11919,0,2,2,Known_Family_Only
664,0,2,2,Known_Family_Only
11916,1,1,2,Expanded_Known_Family
7686,2,0,2,Potential_Novel_Family
8030,1,1,2,Expanded_Known_Family
7116,0,2,2,Known_Family_Only
1895,1,1,2,Expanded_Known_Family
1896,2,0,2,Potential_Novel_Family
1897,1,1,2,Expanded_Known_Family
7113,0,2,2,Known_Family_Only
1904,2,0,2,Potential_Novel_Family
625,1,1,2,Expanded_Known_Family
11947,0,2,2,Known_Family_Only
1842,1,1,2,Expanded_Known_Family
8045,2,0,2,Potential_Novel_Family
8044,1,1,2,Expanded_Known_Family
11944,2,0,2,Potential_Novel_Family
657,2,0,2,Potential_Novel_Family
7137,1,1,2,Expanded_Known_Family
655,2,0,2,Potential_Novel_Family
11940,1,1,2,Expanded_Known_Family
12639,0,2,2,Known_Family_Only
8040,1,1,2,Expanded_Known_Family
11939,0,2,2,Known_Family_Only
1853,1,1,2,Expanded_Known_Family
8422,2,0,2,Potential_Novel_Family
648,2,0,2,Potential_Novel_Family
7132,1,1,2,Expanded_Known_Family
1861,0,2,2,Known_Family_Only
1867,2,0,2,Potential_Novel_Family
8425,2,0,2,Potential_Novel_Family
653,2,0,2,Potential_Novel_Family
1671,2,0,2,Potential_Novel_Family
1672,1,1,2,Expanded_Known_Family
1674,2,0,2,Potential_Novel_Family
1675,0,2,2,Known_Family_Only
1677,2,0,2,Potential_Novel_Family
8358,1,1,2,Expanded_Known_Family
7213,1,1,2,Expanded_Known_Family
759,2,0,2,Potential_Novel_Family
12601,1,1,2,Expanded_Known_Family
1687,1,1,2,Expanded_Known_Family
754,0,2,2,Known_Family_Only
7210,2,0,2,Potential_Novel_Family
12578,2,0,2,Potential_Novel_Family
7625,2,0,2,Potential_Novel_Family
12035,0,2,2,Known_Family_Only
7629,2,0,2,Potential_Novel_Family
8367,0,2,2,Known_Family_Only
7632,2,0,2,Potential_Novel_Family
12577,2,0,2,Potential_Novel_Family
1639,1,1,2,Expanded_Known_Family
7231,1,1,2,Expanded_Known_Family
1643,2,0,2,Potential_Novel_Family
7230,2,0,2,Potential_Novel_Family
1645,1,1,2,Expanded_Known_Family
8081,1,1,2,Expanded_Known_Family
1646,2,0,2,Potential_Novel_Family
7229,1,1,2,Expanded_Known_Family
7228,0,2,2,Known_Family_Only
7218,2,0,2,Potential_Novel_Family
8078,1,1,2,Expanded_Known_Family
8351,2,0,2,Potential_Novel_Family
8077,2,0,2,Potential_Novel_Family
7620,2,0,2,Potential_Novel_Family
1660,1,1,2,Expanded_Known_Family
8353,2,0,2,Potential_Novel_Family
765,1,1,2,Expanded_Known_Family
7220,0,2,2,Known_Family_Only
8355,1,1,2,Expanded_Known_Family
12060,2,0,2,Potential_Novel_Family
718,1,1,2,Expanded_Known_Family
8383,0,2,2,Known_Family_Only
1739,1,1,2,Expanded_Known_Family
716,1,1,2,Expanded_Known_Family
1746,1,1,2,Expanded_Known_Family
11992,2,0,2,Potential_Novel_Family
7177,2,0,2,Potential_Novel_Family
7644,2,0,2,Potential_Novel_Family
7175,2,0,2,Potential_Novel_Family
7633,2,0,2,Potential_Novel_Family
8390,2,0,2,Potential_Novel_Family
713,2,0,2,Potential_Novel_Family
8391,1,1,2,Expanded_Known_Family
1764,0,2,2,Known_Family_Only
1766,2,0,2,Potential_Novel_Family
709,2,0,2,Potential_Novel_Family
1770,0,2,2,Known_Family_Only
7168,2,0,2,Potential_Novel_Family
1772,0,2,2,Known_Family_Only
1759,2,0,2,Potential_Novel_Family
1707,2,0,2,Potential_Novel_Family
1712,2,0,2,Potential_Novel_Family
738,1,1,2,Expanded_Known_Family
12021,2,0,2,Potential_Novel_Family
736,0,2,2,Known_Family_Only
7634,2,0,2,Potential_Novel_Family
12017,2,0,2,Potential_Novel_Family
733,1,1,2,Expanded_Known_Family
731,1,1,2,Expanded_Known_Family
719,2,0,2,Potential_Novel_Family
8377,1,1,2,Expanded_Known_Family
7190,2,0,2,Potential_Novel_Family
8069,2,0,2,Potential_Novel_Family
12009,1,1,2,Expanded_Known_Family
8379,1,1,2,Expanded_Known_Family
7187,2,0,2,Potential_Novel_Family
8066,1,1,2,Expanded_Known_Family
8065,2,0,2,Potential_Novel_Family
12002,2,0,2,Potential_Novel_Family
1724,2,0,2,Potential_Novel_Family
2106,2,0,2,Potential_Novel_Family
519,1,1,2,Expanded_Known_Family
7016,2,0,2,Potential_Novel_Family
2115,0,2,2,Known_Family_Only
11774,1,1,2,Expanded_Known_Family
2119,1,1,2,Expanded_Known_Family
11770,1,1,2,Expanded_Known_Family
515,1,1,2,Expanded_Known_Family
1905,1,1,2,Expanded_Known_Family
8514,2,0,2,Potential_Novel_Family
11763,2,0,2,Potential_Novel_Family
11762,1,1,2,Expanded_Known_Family
513,1,1,2,Expanded_Known_Family
2137,1,1,2,Expanded_Known_Family
7731,0,2,2,Known_Family_Only
11758,1,1,2,Expanded_Known_Family
509,1,1,2,Expanded_Known_Family
2144,1,1,2,Expanded_Known_Family
11768,2,0,2,Potential_Novel_Family
2064,2,0,2,Potential_Novel_Family
8494,2,0,2,Potential_Novel_Family
11803,1,1,2,Expanded_Known_Family
2070,2,0,2,Potential_Novel_Family
11802,2,0,2,Potential_Novel_Family
11800,1,1,2,Expanded_Known_Family
2075,0,2,2,Known_Family_Only
542,0,2,2,Known_Family_Only
2076,2,0,2,Potential_Novel_Family
2104,2,0,2,Potential_Novel_Family
2084,2,0,2,Potential_Novel_Family
537,1,1,2,Expanded_Known_Family
534,0,2,2,Known_Family_Only
7029,1,1,2,Expanded_Known_Family
533,2,0,2,Potential_Novel_Family
12691,0,2,2,Known_Family_Only
528,1,1,2,Expanded_Known_Family
523,1,1,2,Expanded_Known_Family
2102,1,1,2,Expanded_Known_Family
538,0,2,2,Known_Family_Only
477,2,0,2,Potential_Novel_Family
6986,2,0,2,Potential_Novel_Family
7747,2,0,2,Potential_Novel_Family
6985,0,2,2,Known_Family_Only
2193,1,1,2,Expanded_Known_Family
2197,2,0,2,Potential_Novel_Family
11723,2,0,2,Potential_Novel_Family
7981,0,2,2,Known_Family_Only
469,1,1,2,Expanded_Known_Family
7995,2,0,2,Potential_Novel_Family
2203,1,1,2,Expanded_Known_Family
467,0,2,2,Known_Family_Only
466,2,0,2,Potential_Novel_Family
8538,1,1,2,Expanded_Known_Family
2205,1,1,2,Expanded_Known_Family
7979,1,1,2,Expanded_Known_Family
7752,1,1,2,Expanded_Known_Family
2208,2,0,2,Potential_Novel_Family
7978,1,1,2,Expanded_Known_Family
11719,2,0,2,Potential_Novel_Family
2145,1,1,2,Expanded_Known_Family
7993,2,0,2,Potential_Novel_Family
7005,2,0,2,Potential_Novel_Family
501,0,2,2,Known_Family_Only
2152,0,2,2,Known_Family_Only
