gene_name,multi_label,binary_label,binary_confidence,file_name,batch_idx
NZ_DANY01000028.1_55,other,defense,0.9969091,RS_GCF_002501655.1_protein_labels.pkl,21
NZ_DANY01000005.1_28,other,defense,0.99985135,RS_GCF_002501655.1_protein_labels.pkl,26
NZ_DANY01000036.1_1,other,defense,0.9957503,RS_GCF_002501655.1_protein_labels.pkl,37
NZ_DANY01000007.1_1,other,defense,0.9990483,RS_GCF_002501655.1_protein_labels.pkl,59
NZ_DANY01000054.1_7,other,defense,0.99461454,RS_GCF_002501655.1_protein_labels.pkl,63
NZ_DANY01000049.1_11,other,defense,0.99706167,RS_GCF_002501655.1_protein_labels.pkl,66
NZ_DANY01000035.1_94,other,defense,0.99435556,RS_GCF_002501655.1_protein_labels.pkl,69
NZ_DANY01000038.1_11,other,defense,0.9918839,RS_GCF_002501655.1_protein_labels.pkl,73
NZ_DANY01000048.1_61,other,defense,0.99525404,RS_GCF_002501655.1_protein_labels.pkl,80
JAKAWJ010000013.1_13,other,defense,0.9990994,GB_GCA_021817005.1_protein_labels.pkl,1
JAKAWJ010000001.1_20,other,defense,0.99582267,GB_GCA_021817005.1_protein_labels.pkl,6
JAKAWJ010000023.1_21,other,defense,0.99783653,GB_GCA_021817005.1_protein_labels.pkl,25
JAKAWJ010000003.1_80,other,defense,0.99393374,GB_GCA_021817005.1_protein_labels.pkl,32
JAKAWJ010000008.1_57,other,defense,0.9982798,GB_GCA_021817005.1_protein_labels.pkl,55
JAQCFP010000008.1_17,other,defense,0.99955326,GB_GCA_027619455.1_protein_labels.pkl,0
JAQCFP010000008.1_62,other,defense,0.99434173,GB_GCA_027619455.1_protein_labels.pkl,1
JAQCFP010000003.1_50,other,defense,0.99600863,GB_GCA_027619455.1_protein_labels.pkl,8
JAQCFP010000001.1_5,other,defense,0.99981815,GB_GCA_027619455.1_protein_labels.pkl,15
JAQCFP010000001.1_128,other,defense,0.99697816,GB_GCA_027619455.1_protein_labels.pkl,19
CP002916.1_420,other,defense,0.9952435,GB_GCA_000350305.1_protein_labels.pkl,13
AQSC01000045.1_23,other,defense,0.9961915,GB_GCA_000402775.1_protein_labels.pkl,20
AQSC01000058.1_27,other,defense,0.9936155,GB_GCA_000402775.1_protein_labels.pkl,36
AQSC01000058.1_42,other,defense,0.9974445,GB_GCA_000402775.1_protein_labels.pkl,37
AQSC01000059.1_23,other,defense,0.9958656,GB_GCA_000402775.1_protein_labels.pkl,38
AQSC01000060.1_3,other,defense,0.99811804,GB_GCA_000402775.1_protein_labels.pkl,40
JAHKKZ010000005.1_26,other,defense,0.9939003,GB_GCA_029856685.1_protein_labels.pkl,45
JAHKKZ010000078.1_5,other,defense,0.9972492,GB_GCA_029856685.1_protein_labels.pkl,56
DACB01000008.1_87,other,defense,0.99058694,GB_GCA_002494495.1_protein_labels.pkl,52
DACB01000006.1_54,other,defense,0.99647564,GB_GCA_002494495.1_protein_labels.pkl,57
PBSP01000005.1_14,other,defense,0.99258727,GB_GCA_002726845.1_protein_labels.pkl,1
PBSP01000010.1_23,other,defense,0.9999839,GB_GCA_002726845.1_protein_labels.pkl,4
NJDN01000012.1_12,other,defense,0.9902113,GB_GCA_002254395.1_protein_labels.pkl,11
NJDN01000018.1_15,other,defense,0.9905922,GB_GCA_002254395.1_protein_labels.pkl,15
NZ_CP007264.1_77,other,defense,0.99268275,RS_GCF_000585495.1_protein_labels.pkl,2
NZ_CP007264.1_133,other,defense,0.9947359,RS_GCF_000585495.1_protein_labels.pkl,4
NZ_CP007264.1_349,other,defense,0.9955609,RS_GCF_000585495.1_protein_labels.pkl,10
NZ_CP007264.1_1514,other,defense,0.9926563,RS_GCF_000585495.1_protein_labels.pkl,47
NZ_CP007264.1_1725,other,defense,0.99440914,RS_GCF_000585495.1_protein_labels.pkl,53
DXJF01000114.1_41,other,defense,0.99403,GB_GCA_019057375.1_protein_labels.pkl,43
DXJF01000158.1_2,other,defense,0.99794275,GB_GCA_019057375.1_protein_labels.pkl,70
DXJF01000050.1_115,other,defense,0.9912971,GB_GCA_019057375.1_protein_labels.pkl,99
DXJF01000053.1_12,other,defense,0.99906296,GB_GCA_019057375.1_protein_labels.pkl,100
JAGLRN010000101.1_32,other,defense,0.99017805,GB_GCA_023136265.1_protein_labels.pkl,1
JAGLRN010000014.1_28,other,defense,0.9965598,GB_GCA_023136265.1_protein_labels.pkl,7
JAGLRN010000002.1_77,other,defense,0.9963703,GB_GCA_023136265.1_protein_labels.pkl,16
JAGLRN010000086.1_7,other,defense,0.99445564,GB_GCA_023136265.1_protein_labels.pkl,49
JAGLRN010000093.1_3,other,defense,0.9931705,GB_GCA_023136265.1_protein_labels.pkl,53
JAKAUR010000011.1_33,other,defense,0.99424666,GB_GCA_021827665.1_protein_labels.pkl,4
JAKAUR010000040.1_5,other,defense,0.99123996,GB_GCA_021827665.1_protein_labels.pkl,11
JAKAUR010000026.1_42,other,defense,0.9921336,GB_GCA_021827665.1_protein_labels.pkl,24
PUNZ01000041.1_7,other,defense,0.9943983,GB_GCA_003551945.1_protein_labels.pkl,7
PUNZ01000041.1_24,other,defense,0.9903709,GB_GCA_003551945.1_protein_labels.pkl,8
PUNZ01000158.1_37,other,defense,0.99929285,GB_GCA_003551945.1_protein_labels.pkl,9
PUNZ01000153.1_1,other,defense,0.9904062,GB_GCA_003551945.1_protein_labels.pkl,29
PUNZ01000026.1_9,other,defense,0.99673283,GB_GCA_003551945.1_protein_labels.pkl,48
PUNZ01000026.1_10,other,defense,0.9968263,GB_GCA_003551945.1_protein_labels.pkl,48
PUNZ01000026.1_11,other,defense,0.99381894,GB_GCA_003551945.1_protein_labels.pkl,48
PUNZ01000004.1_12,other,defense,0.99357456,GB_GCA_003551945.1_protein_labels.pkl,64
PUNZ01000178.1_5,other,defense,0.99932563,GB_GCA_003551945.1_protein_labels.pkl,66
PUNZ01000113.1_2,other,defense,0.99656564,GB_GCA_003551945.1_protein_labels.pkl,67
PUNZ01000032.1_1,other,defense,0.9990951,GB_GCA_003551945.1_protein_labels.pkl,71
PUNZ01000159.1_2,other,defense,0.99579525,GB_GCA_003551945.1_protein_labels.pkl,73
PBMR01000008.1_23,other,defense,0.9927953,GB_GCA_002722735.1_protein_labels.pkl,16
PWMT01000099.1_2,other,defense,0.9991842,GB_GCA_003558085.1_protein_labels.pkl,11
PWMT01000167.1_4,other,defense,0.99944896,GB_GCA_003558085.1_protein_labels.pkl,17
PWMT01000070.1_15,other,defense,0.9939498,GB_GCA_003558085.1_protein_labels.pkl,33
PWMT01000033.1_8,other,defense,0.9938974,GB_GCA_003558085.1_protein_labels.pkl,40
PMGM01000084.1_38,other,defense,0.9998679,GB_GCA_003158115.1_protein_labels.pkl,40
PMGM01000070.1_35,other,defense,0.9968432,GB_GCA_003158115.1_protein_labels.pkl,62
JAKBQO010000145.1_1,other,defense,0.99569774,GB_GCA_021835185.1_protein_labels.pkl,31
JAKBQO010000189.1_1,other,defense,0.9905862,GB_GCA_021835185.1_protein_labels.pkl,41
JAKBQO010000037.1_2,other,defense,0.9978278,GB_GCA_021835185.1_protein_labels.pkl,57
NC_008553.1_193,other,defense,0.99948645,RS_GCF_000014945.1_protein_labels.pkl,6
NC_008553.1_306,other,defense,0.99257445,RS_GCF_000014945.1_protein_labels.pkl,9
NC_008553.1_635,other,defense,0.99546885,RS_GCF_000014945.1_protein_labels.pkl,19
NC_008553.1_1014,other,defense,0.9912616,RS_GCF_000014945.1_protein_labels.pkl,31
NZ_LT607756.1_653,other,defense,0.9938595,RS_GCF_900095295.1_protein_labels.pkl,20
NZ_LT607756.1_1075,other,defense,0.99448955,RS_GCF_900095295.1_protein_labels.pkl,33
NZ_LT607756.1_1160,other,defense,0.9943509,RS_GCF_900095295.1_protein_labels.pkl,36
NZ_LT607756.1_1728,other,defense,0.9965564,RS_GCF_900095295.1_protein_labels.pkl,53
NZ_LT607756.1_2118,other,defense,0.9941605,RS_GCF_900095295.1_protein_labels.pkl,66
NZ_LT607756.1_2294,other,defense,0.99335206,RS_GCF_900095295.1_protein_labels.pkl,71
DADT01000064.1_41,other,defense,0.9906979,GB_GCA_002495065.1_protein_labels.pkl,6
DADT01000019.1_12,other,defense,0.9959462,GB_GCA_002495065.1_protein_labels.pkl,7
DADT01000022.1_42,other,defense,0.99818474,GB_GCA_002495065.1_protein_labels.pkl,23
DADT01000040.1_27,other,defense,0.99793696,GB_GCA_002495065.1_protein_labels.pkl,32
DADT01000040.1_44,other,defense,0.99716955,GB_GCA_002495065.1_protein_labels.pkl,33
DADT01000003.1_2,other,defense,0.9956234,GB_GCA_002495065.1_protein_labels.pkl,37
DADT01000063.1_45,other,defense,0.9911389,GB_GCA_002495065.1_protein_labels.pkl,43
DADT01000031.1_150,other,defense,0.99780124,GB_GCA_002495065.1_protein_labels.pkl,63
DADT01000030.1_55,other,defense,0.99189514,GB_GCA_002495065.1_protein_labels.pkl,78
WYEE01000091.1_31,other,defense,0.99276394,GB_GCA_009904025.1_protein_labels.pkl,7
WYEE01000042.1_23,other,defense,0.9961604,GB_GCA_009904025.1_protein_labels.pkl,10
WYEE01000058.1_7,other,defense,0.99566746,GB_GCA_009904025.1_protein_labels.pkl,16
WYEE01000087.1_5,other,defense,0.99592435,GB_GCA_009904025.1_protein_labels.pkl,32
LUCE01000006.1_22,other,defense,0.99716276,GB_GCA_001593935.1_protein_labels.pkl,15
LUCE01000043.1_2,other,defense,0.9941543,GB_GCA_001593935.1_protein_labels.pkl,26
LUCE01000050.1_18,other,defense,0.9915105,GB_GCA_001593935.1_protein_labels.pkl,33
LUCE01000012.1_11,other,defense,0.99928075,GB_GCA_001593935.1_protein_labels.pkl,37
LUCE01000016.1_28,other,defense,0.9995334,GB_GCA_001593935.1_protein_labels.pkl,45
LUCE01000022.1_8,other,defense,0.9921178,GB_GCA_001593935.1_protein_labels.pkl,58
NZ_SNYS01000005.1_50,other,defense,0.99940324,RS_GCF_004363215.1_protein_labels.pkl,1
NZ_SNYS01000006.1_24,other,defense,0.99935716,RS_GCF_004363215.1_protein_labels.pkl,12
NZ_SNYS01000007.1_21,other,defense,0.9920117,RS_GCF_004363215.1_protein_labels.pkl,20
NZ_SNYS01000009.1_74,other,defense,0.9934563,RS_GCF_004363215.1_protein_labels.pkl,35
JAQUFK010000034.1_10,other,defense,0.9921544,GB_GCA_028684695.1_protein_labels.pkl,1
JAQUFK010000216.1_2,other,defense,0.99040717,GB_GCA_028684695.1_protein_labels.pkl,14
JAQUFK010000084.1_3,other,defense,0.9961606,GB_GCA_028684695.1_protein_labels.pkl,24
JAQUFK010000095.1_3,other,defense,0.99149513,GB_GCA_028684695.1_protein_labels.pkl,27
JAQUFK010000027.1_1,other,defense,0.9956944,GB_GCA_028684695.1_protein_labels.pkl,55
NZ_CP058560.1_25,other,defense,0.99252856,RS_GCF_018141185.1_protein_labels.pkl,0
NZ_CP058560.1_158,other,defense,0.99939966,RS_GCF_018141185.1_protein_labels.pkl,4
NZ_CP058560.1_462,other,defense,0.99864525,RS_GCF_018141185.1_protein_labels.pkl,14
NZ_CP058560.1_619,other,defense,0.9988411,RS_GCF_018141185.1_protein_labels.pkl,19
NZ_CP058560.1_864,other,defense,0.9954786,RS_GCF_018141185.1_protein_labels.pkl,26
NZ_CP058560.1_987,other,defense,0.9942879,RS_GCF_018141185.1_protein_labels.pkl,30
NZ_CP058560.1_1549,other,defense,0.9945426,RS_GCF_018141185.1_protein_labels.pkl,48
NZ_CP058560.1_1694,other,defense,0.9927769,RS_GCF_018141185.1_protein_labels.pkl,52
JAJZXP010000385.1_2,other,defense,0.99065465,GB_GCA_021806345.1_protein_labels.pkl,11
JAJZXP010000300.1_6,other,defense,0.9946226,GB_GCA_021806345.1_protein_labels.pkl,19
JAJZXP010000303.1_1,other,defense,0.9940807,GB_GCA_021806345.1_protein_labels.pkl,51
JAJZXP010000301.1_114,other,defense,0.9984232,GB_GCA_021806345.1_protein_labels.pkl,64
JAJZXP010000336.1_6,other,defense,0.9960991,GB_GCA_021806345.1_protein_labels.pkl,125
JAJZXP010000258.1_9,other,defense,0.99846953,GB_GCA_021806345.1_protein_labels.pkl,127
CP046181.1_40,other,defense,0.9968214,GB_GCA_014075315.1_protein_labels.pkl,1
CP046181.1_383,other,defense,0.99816495,GB_GCA_014075315.1_protein_labels.pkl,11
CP046181.1_982,other,defense,0.9955106,GB_GCA_014075315.1_protein_labels.pkl,30
CP046181.1_1179,other,defense,0.99153006,GB_GCA_014075315.1_protein_labels.pkl,36
CP046181.1_1249,other,defense,0.99949765,GB_GCA_014075315.1_protein_labels.pkl,39
CP046181.1_1343,other,defense,0.99221367,GB_GCA_014075315.1_protein_labels.pkl,41
CP046181.1_1389,other,defense,0.9921961,GB_GCA_014075315.1_protein_labels.pkl,43
CP046181.1_1700,other,defense,0.99576795,GB_GCA_014075315.1_protein_labels.pkl,53
JAOUMI010000062.1_2,other,defense,0.99629277,GB_GCA_029881555.1_protein_labels.pkl,0
JAOUMI010000017.1_8,other,defense,0.9963982,GB_GCA_029881555.1_protein_labels.pkl,14
NZ_CP071463.1_123,other,defense,0.9994337,RS_GCF_017352095.1_protein_labels.pkl,3
NZ_CP071463.1_131,other,defense,0.9928589,RS_GCF_017352095.1_protein_labels.pkl,4
NZ_CP071463.1_958,other,defense,0.9967548,RS_GCF_017352095.1_protein_labels.pkl,29
NZ_CP071463.1_1876,other,defense,0.99968195,RS_GCF_017352095.1_protein_labels.pkl,58
NZ_CP071463.1_2127,other,defense,0.99561983,RS_GCF_017352095.1_protein_labels.pkl,66
NZ_CP071463.1_3031,other,defense,0.99697375,RS_GCF_017352095.1_protein_labels.pkl,94
NZ_CP071463.1_3099,other,defense,0.99318635,RS_GCF_017352095.1_protein_labels.pkl,96
NZ_CP071463.1_3371,other,defense,0.9989126,RS_GCF_017352095.1_protein_labels.pkl,105
JAQTST010000001.1_84,other,defense,0.9961117,GB_GCA_028711165.1_protein_labels.pkl,2
JAQTST010000001.1_393,other,defense,0.9901428,GB_GCA_028711165.1_protein_labels.pkl,12
JAQTST010000001.1_708,other,defense,0.9942076,GB_GCA_028711165.1_protein_labels.pkl,22
JALWZB010000016.1_19,other,defense,0.9923489,GB_GCA_027002995.1_protein_labels.pkl,7
JALWZB010000155.1_122,other,defense,0.9948553,GB_GCA_027002995.1_protein_labels.pkl,62
CALSZZ010000001.1_237,other,defense,0.99551207,GB_GCA_943841885.1_protein_labels.pkl,7
CALSZZ010000002.1_103,other,defense,0.9936761,GB_GCA_943841885.1_protein_labels.pkl,18
CALSZZ010000004.1_73,other,defense,0.99615073,GB_GCA_943841885.1_protein_labels.pkl,31
CALSZZ010000004.1_133,other,defense,0.99822325,GB_GCA_943841885.1_protein_labels.pkl,33
NZ_CP095400.1_317,other,defense,0.9974331,RS_GCF_023016325.1_protein_labels.pkl,9
NZ_CP095400.1_465,other,defense,0.992481,RS_GCF_023016325.1_protein_labels.pkl,14
NZ_CP095400.1_700,other,defense,0.99437606,RS_GCF_023016325.1_protein_labels.pkl,21
NZ_CP095400.1_798,other,defense,0.999777,RS_GCF_023016325.1_protein_labels.pkl,24
CALHAG010000001.1_56,other,defense,0.9956567,GB_GCA_937934305.1_protein_labels.pkl,1
CALHAG010000002.1_74,other,defense,0.9975368,GB_GCA_937934305.1_protein_labels.pkl,8
CALHAG010000005.1_4,other,defense,0.9933456,GB_GCA_937934305.1_protein_labels.pkl,17
CALHAG010000014.1_60,other,defense,0.99371654,GB_GCA_937934305.1_protein_labels.pkl,32
CALHAG010000014.1_132,other,defense,0.9935088,GB_GCA_937934305.1_protein_labels.pkl,35
CALHAG010000021.1_3,other,defense,0.99389875,GB_GCA_937934305.1_protein_labels.pkl,42
CALHAG010000024.1_2,other,defense,0.9950152,GB_GCA_937934305.1_protein_labels.pkl,50
NZ_BBBY01000002.1_216,other,defense,0.9908201,RS_GCF_001316045.1_protein_labels.pkl,16
NZ_BBBY01000008.1_46,other,defense,0.99602073,RS_GCF_001316045.1_protein_labels.pkl,46
NZ_BBBY01000010.1_10,other,defense,0.9933797,RS_GCF_001316045.1_protein_labels.pkl,52
NZ_BBBY01000011.1_45,other,defense,0.99150324,RS_GCF_001316045.1_protein_labels.pkl,55
NZ_BBBY01000021.1_18,other,defense,0.9941498,RS_GCF_001316045.1_protein_labels.pkl,72
NZ_BBBY01000056.1_12,other,defense,0.994333,RS_GCF_001316045.1_protein_labels.pkl,90
NZ_AP018929.1_551,other,defense,0.9969959,RS_GCF_008326425.1_protein_labels.pkl,17
NZ_AP018929.1_1339,other,defense,0.992021,RS_GCF_008326425.1_protein_labels.pkl,41
NZ_AP018929.1_2333,other,defense,0.991871,RS_GCF_008326425.1_protein_labels.pkl,72
NZ_AP018929.1_2344,other,defense,0.99926704,RS_GCF_008326425.1_protein_labels.pkl,73
NZ_AP018929.1_2599,other,defense,0.995758,RS_GCF_008326425.1_protein_labels.pkl,81
CAJJCP010000006.1_13,other,defense,0.9952177,GB_GCA_905182715.1_protein_labels.pkl,8
CAJJCP010000009.1_3,other,defense,0.99440444,GB_GCA_905182715.1_protein_labels.pkl,13
CAJJCP010000023.1_5,other,defense,0.9939254,GB_GCA_905182715.1_protein_labels.pkl,36
CAJJCP010000028.1_9,other,defense,0.9913707,GB_GCA_905182715.1_protein_labels.pkl,41
REGJ01000004.1_48,other,defense,0.9908563,GB_GCA_003702525.1_protein_labels.pkl,2
REGJ01000005.1_22,other,defense,0.9900593,GB_GCA_003702525.1_protein_labels.pkl,6
REGJ01000006.1_65,other,defense,0.9997718,GB_GCA_003702525.1_protein_labels.pkl,10
REGJ01000049.1_5,other,defense,0.99108243,GB_GCA_003702525.1_protein_labels.pkl,13
REGJ01000001.1_79,other,defense,0.9968663,GB_GCA_003702525.1_protein_labels.pkl,17
REGJ01000016.1_7,other,defense,0.9979532,GB_GCA_003702525.1_protein_labels.pkl,42
NZ_CP009506.1_217,other,defense,0.9904571,RS_GCF_000970085.1_protein_labels.pkl,6
NZ_CP009506.1_260,other,defense,0.9965126,RS_GCF_000970085.1_protein_labels.pkl,8
NZ_CP009506.1_422,other,defense,0.99204797,RS_GCF_000970085.1_protein_labels.pkl,13
NZ_CP009506.1_932,other,defense,0.9993986,RS_GCF_000970085.1_protein_labels.pkl,29
NZ_CP009506.1_2614,other,defense,0.99952555,RS_GCF_000970085.1_protein_labels.pkl,81
NZ_CP009506.1_2868,other,defense,0.9977691,RS_GCF_000970085.1_protein_labels.pkl,89
NZ_CP009506.1_2911,other,defense,0.99851686,RS_GCF_000970085.1_protein_labels.pkl,90
NZ_CP009506.1_3297,other,defense,0.9978137,RS_GCF_000970085.1_protein_labels.pkl,103
NZ_CP009506.1_3333,other,defense,0.99126095,RS_GCF_000970085.1_protein_labels.pkl,104
NZ_CP009506.1_3718,other,defense,0.9957279,RS_GCF_000970085.1_protein_labels.pkl,116
NZ_CP009506.1_4222,other,defense,0.99505675,RS_GCF_000970085.1_protein_labels.pkl,131
NZ_JAIWHV010000012.1_31,other,defense,0.99819845,RS_GCF_020177375.1_protein_labels.pkl,7
NZ_JAIWHV010000001.1_164,other,defense,0.9993968,RS_GCF_020177375.1_protein_labels.pkl,31
NZ_JAIWHV010000001.1_346,other,defense,0.9970688,RS_GCF_020177375.1_protein_labels.pkl,36
NZ_JAIWHV010000002.1_310,other,defense,0.990816,RS_GCF_020177375.1_protein_labels.pkl,81
NZ_JAIWHV010000003.1_99,other,defense,0.9921071,RS_GCF_020177375.1_protein_labels.pkl,100
JAMCYG010000016.1_5,other,defense,0.99606377,GB_GCA_023473425.1_protein_labels.pkl,3
JAMCYG010000023.1_7,other,defense,0.9978206,GB_GCA_023473425.1_protein_labels.pkl,14
JAGLOH010000100.1_1,other,defense,0.99442947,GB_GCA_023139025.1_protein_labels.pkl,1
JAGLOH010000112.1_1,other,defense,0.99660134,GB_GCA_023139025.1_protein_labels.pkl,4
JAGLOH010000289.1_2,other,defense,0.99818295,GB_GCA_023139025.1_protein_labels.pkl,41
JAGLOH010000049.1_7,other,defense,0.9952762,GB_GCA_023139025.1_protein_labels.pkl,69
JAGLOH010000521.1_2,other,defense,0.99078417,GB_GCA_023139025.1_protein_labels.pkl,73
JAGLOH010000006.1_7,other,defense,0.99901533,GB_GCA_023139025.1_protein_labels.pkl,80
JAGLOH010000632.1_1,other,defense,0.9976146,GB_GCA_023139025.1_protein_labels.pkl,83
JAGLOH010000083.1_6,other,defense,0.9939559,GB_GCA_023139025.1_protein_labels.pkl,91
CAJKRY010000001.1_154,other,defense,0.99080324,GB_GCA_905202485.1_protein_labels.pkl,4
CAJKRY010000001.1_246,other,defense,0.9933757,GB_GCA_905202485.1_protein_labels.pkl,7
CAJKRY010000003.1_43,other,defense,0.99058175,GB_GCA_905202485.1_protein_labels.pkl,19
CAJKRY010000004.1_104,other,defense,0.99834347,GB_GCA_905202485.1_protein_labels.pkl,24
CAJKRY010000010.1_64,other,defense,0.996271,GB_GCA_905202485.1_protein_labels.pkl,43
CAJKRY010000014.1_19,other,defense,0.9974125,GB_GCA_905202485.1_protein_labels.pkl,48
JABHZQ010000003.1_5,other,defense,0.99259055,GB_GCA_018656555.1_protein_labels.pkl,0
JABHZQ010000006.1_12,other,defense,0.99432653,GB_GCA_018656555.1_protein_labels.pkl,16
JABHZQ010000006.1_16,other,defense,0.9949239,GB_GCA_018656555.1_protein_labels.pkl,17
JABHZQ010000012.1_113,other,defense,0.9917494,GB_GCA_018656555.1_protein_labels.pkl,26
JABHZQ010000020.1_56,other,defense,0.9986808,GB_GCA_018656555.1_protein_labels.pkl,34
JASHUQ010000020.1_2,other,defense,0.99807584,GB_GCA_030039935.1_protein_labels.pkl,6
JASHUQ010000063.1_1,other,defense,0.9916643,GB_GCA_030039935.1_protein_labels.pkl,18
NZ_CP014854.1_506,other,defense,0.9926669,RS_GCF_002214365.1_protein_labels.pkl,15
NZ_CP014854.1_627,other,defense,0.99295866,RS_GCF_002214365.1_protein_labels.pkl,19
NZ_CP014854.1_1631,other,defense,0.99554473,RS_GCF_002214365.1_protein_labels.pkl,50
DAGF01000089.1_19,other,defense,0.99971575,GB_GCA_002495645.1_protein_labels.pkl,5
DAGF01000069.1_2,other,defense,0.99942005,GB_GCA_002495645.1_protein_labels.pkl,49
NZOP01000011.1_3,other,defense,0.9992489,GB_GCA_002693165.1_protein_labels.pkl,3
NZOP01000028.1_12,other,defense,0.9943006,GB_GCA_002693165.1_protein_labels.pkl,17
NZOP01000030.1_8,other,defense,0.993036,GB_GCA_002693165.1_protein_labels.pkl,20
SDNL01000003.1_12,other,defense,0.9943334,GB_GCA_004524365.1_protein_labels.pkl,10
SDNL01000074.1_4,other,defense,0.9999505,GB_GCA_004524365.1_protein_labels.pkl,19
SDNL01000143.1_1,other,defense,0.9956535,GB_GCA_004524365.1_protein_labels.pkl,47
RXIL01000038.1_7,other,defense,0.99998045,GB_GCA_004212085.1_protein_labels.pkl,23
RXIL01000139.1_5,other,defense,0.99283534,GB_GCA_004212085.1_protein_labels.pkl,27
RXIL01000089.1_8,other,defense,0.99539953,GB_GCA_004212085.1_protein_labels.pkl,38
RXIL01000077.1_4,other,defense,0.9927142,GB_GCA_004212085.1_protein_labels.pkl,42
RXIL01000151.1_1,other,defense,0.99968207,GB_GCA_004212085.1_protein_labels.pkl,43
RXIL01000117.1_3,other,defense,0.9968045,GB_GCA_004212085.1_protein_labels.pkl,49
RXIL01000017.1_2,other,defense,0.99119264,GB_GCA_004212085.1_protein_labels.pkl,52
NZ_BMOQ01000001.1_186,other,defense,0.9919086,RS_GCF_014647155.1_protein_labels.pkl,5
NZ_BMOQ01000001.1_385,other,defense,0.9951297,RS_GCF_014647155.1_protein_labels.pkl,12
NZ_BMOQ01000004.1_165,other,defense,0.99265987,RS_GCF_014647155.1_protein_labels.pkl,47
NZ_BMOQ01000004.1_293,other,defense,0.99840444,RS_GCF_014647155.1_protein_labels.pkl,51
NZ_BMOQ01000004.1_345,other,defense,0.9988764,RS_GCF_014647155.1_protein_labels.pkl,53
NZ_BMOQ01000005.1_302,other,defense,0.99722266,RS_GCF_014647155.1_protein_labels.pkl,64
NZ_BMOQ01000006.1_69,other,defense,0.99909127,RS_GCF_014647155.1_protein_labels.pkl,69
NZ_BMOQ01000006.1_155,other,defense,0.99270153,RS_GCF_014647155.1_protein_labels.pkl,72
NZ_BMOQ01000006.1_305,other,defense,0.999951,RS_GCF_014647155.1_protein_labels.pkl,76
NZ_BMOQ01000007.1_1,other,defense,0.998408,RS_GCF_014647155.1_protein_labels.pkl,77
NZ_BMOC01000002.1_185,other,defense,0.9988405,RS_GCF_014646875.1_protein_labels.pkl,18
NZ_BMOC01000003.1_6,other,defense,0.99011797,RS_GCF_014646875.1_protein_labels.pkl,21
NZ_BMOC01000003.1_117,other,defense,0.9933698,RS_GCF_014646875.1_protein_labels.pkl,25
NZ_BMOC01000005.1_29,other,defense,0.99283546,RS_GCF_014646875.1_protein_labels.pkl,35
NZ_BMOC01000007.1_2,other,defense,0.9940724,RS_GCF_014646875.1_protein_labels.pkl,43
NZ_BMOC01000008.1_39,other,defense,0.9953661,RS_GCF_014646875.1_protein_labels.pkl,48
NZ_BMOC01000009.1_36,other,defense,0.99258065,RS_GCF_014646875.1_protein_labels.pkl,52
NZ_BMOC01000013.1_17,other,defense,0.9990069,RS_GCF_014646875.1_protein_labels.pkl,65
NZ_BMOC01000014.1_95,other,defense,0.9992669,RS_GCF_014646875.1_protein_labels.pkl,70
NZ_BMOC01000024.1_14,other,defense,0.9960672,RS_GCF_014646875.1_protein_labels.pkl,86
WAQA01000054.1_6,other,defense,0.9927658,GB_GCA_015520475.1_protein_labels.pkl,13
JANVYR010000001.1_143,other,defense,0.99621445,GB_GCA_030059665.1_protein_labels.pkl,4
JANVYR010000001.1_238,other,defense,0.99458414,GB_GCA_030059665.1_protein_labels.pkl,7
JANVYR010000002.1_122,other,defense,0.99215925,GB_GCA_030059665.1_protein_labels.pkl,32
JANVYR010000002.1_512,other,defense,0.99695045,GB_GCA_030059665.1_protein_labels.pkl,44
QMZU01000005.1_40,other,defense,0.99771166,GB_GCA_003663345.1_protein_labels.pkl,3
QMZU01000010.1_3,other,defense,0.9971705,GB_GCA_003663345.1_protein_labels.pkl,5
QMZU01000026.1_4,other,defense,0.9994593,GB_GCA_003663345.1_protein_labels.pkl,11
QMZU01000032.1_5,other,defense,0.9994429,GB_GCA_003663345.1_protein_labels.pkl,13
QMZU01000167.1_5,other,defense,0.9916539,GB_GCA_003663345.1_protein_labels.pkl,35
JABEUK010000084.1_9,other,defense,0.99836713,GB_GCA_013044425.1_protein_labels.pkl,0
JABEUK010000020.1_16,other,defense,0.99513996,GB_GCA_013044425.1_protein_labels.pkl,27
JABEUK010000210.1_6,other,defense,0.9917209,GB_GCA_013044425.1_protein_labels.pkl,32
NZ_CP091092.1_39,other,defense,0.9973857,RS_GCF_029633915.1_protein_labels.pkl,1
NZ_CP091092.1_388,other,defense,0.9996216,RS_GCF_029633915.1_protein_labels.pkl,12
NZ_CP091092.1_1535,other,defense,0.99329054,RS_GCF_029633915.1_protein_labels.pkl,47
NZ_CP091092.1_1548,other,defense,0.9999261,RS_GCF_029633915.1_protein_labels.pkl,48
NZ_CP091092.1_1670,other,defense,0.99754107,RS_GCF_029633915.1_protein_labels.pkl,52
NZ_CP091092.1_2121,other,defense,0.99791807,RS_GCF_029633915.1_protein_labels.pkl,66
NZ_KK211377.1_81,other,defense,0.9985261,RS_GCF_000621965.1_protein_labels.pkl,19
JAQTSH010000023.1_14,other,defense,0.99120075,GB_GCA_028711405.1_protein_labels.pkl,1
JAQTSH010000327.1_4,other,defense,0.99551034,GB_GCA_028711405.1_protein_labels.pkl,13
