gene_name,multi_label,binary_label,binary_confidence,file_name,batch_idx
QMZD01000148.1_2,Tiamat__TmtA_2639564464,defense,0.99769443,GB_GCA_003662985.1_protein_labels.pkl,46
QMZD01000172.1_2,pAgo__TIRAPAZ,defense,0.99914205,GB_GCA_003662985.1_protein_labels.pkl,51
QMZD01000172.1_3,pAgo__pAgo_SPARTA,defense,0.9982749,GB_GCA_003662985.1_protein_labels.pkl,52
QMZD01000217.1_9,RnlAB__RnlB,defense,0.9962663,GB_GCA_003662985.1_protein_labels.pkl,59
QMZD01000224.1_4,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,defense,0.999818,GB_GCA_003662985.1_protein_labels.pkl,61
QMZD01000258.1_1,RM_Type_III__Type_III_REases,defense,0.99851626,GB_GCA_003662985.1_protein_labels.pkl,66
QMZD01000290.1_1,pAgo__pAgo_LongB,defense,0.99586356,GB_GCA_003662985.1_protein_labels.pkl,71
QMZD01000303.1_7,cas2_I_II_III_IV_V_VI_3,defense,0.9911419,GB_GCA_003662985.1_protein_labels.pkl,72
QMZD01000303.1_8,cas1_I_II_III_IV_V_VI_7,defense,0.9954775,GB_GCA_003662985.1_protein_labels.pkl,72
QMZD01000303.1_9,cas4_I_II_III_IV_V_VI_6,defense,0.99995875,GB_GCA_003662985.1_protein_labels.pkl,73
QMZD01000331.1_2,Tiamat__TmtA_2752664533,defense,0.9999342,GB_GCA_003662985.1_protein_labels.pkl,76
QMZD01000358.1_2,AbiEii__AbiEii,defense,0.99967444,GB_GCA_003662985.1_protein_labels.pkl,79
CP095390.1_61,other,defense,0.9925311,GB_GCA_023008585.1_protein_labels.pkl,1
CP095390.1_154,Gao_Qat__QatB,defense,0.9966522,GB_GCA_023008585.1_protein_labels.pkl,4
CP095390.1_311,cmr3gr5_III-B_III-C_5,defense,0.99876463,GB_GCA_023008585.1_protein_labels.pkl,9
CP095390.1_623,RM__Type_I_REases,defense,0.9995846,GB_GCA_023008585.1_protein_labels.pkl,19
CP095390.1_625,RM__Type_I_S,defense,0.99894696,GB_GCA_023008585.1_protein_labels.pkl,19
CP095390.1_626,RM__Type_I_MTases,defense,0.99935967,GB_GCA_023008585.1_protein_labels.pkl,19
CP095390.1_691,RM_Type_II__Type_II_MTases,defense,0.99540025,GB_GCA_023008585.1_protein_labels.pkl,21
CP095390.1_756,RM_Type_II__Type_II_REases,defense,0.9943516,GB_GCA_023008585.1_protein_labels.pkl,23
CP095390.1_1048,pAgo__XAPAZ,defense,0.9913292,GB_GCA_023008585.1_protein_labels.pkl,32
CP095390.1_1151,other,defense,0.9933148,GB_GCA_023008585.1_protein_labels.pkl,35
CP095390.1_1626,other,defense,0.99511576,GB_GCA_023008585.1_protein_labels.pkl,50
CP095390.1_1845,other,defense,0.99273586,GB_GCA_023008585.1_protein_labels.pkl,57
CP095390.1_1967,MazEF__MazE,defense,0.9957617,GB_GCA_023008585.1_protein_labels.pkl,61
CP095390.1_2317,other,defense,0.99161094,GB_GCA_023008585.1_protein_labels.pkl,72
CP095390.1_2398,other,defense,0.99854136,GB_GCA_023008585.1_protein_labels.pkl,74
CP095390.1_2468,other,defense,0.997736,GB_GCA_023008585.1_protein_labels.pkl,77
CP095390.1_2575,RM_Type_II__Type_II_REases,defense,0.9998361,GB_GCA_023008585.1_protein_labels.pkl,80
CP095390.1_2898,other,defense,0.99286413,GB_GCA_023008585.1_protein_labels.pkl,90
CP095390.1_3030,RM_Type_II__Type_II_MTases,defense,0.99851197,GB_GCA_023008585.1_protein_labels.pkl,94
CP095390.1_3131,other,defense,0.9913019,GB_GCA_023008585.1_protein_labels.pkl,97
CP095390.1_3293,other,defense,0.9995515,GB_GCA_023008585.1_protein_labels.pkl,102
CP095391.1_143,RM_Type_II__Type_II_REases,defense,0.99505216,GB_GCA_023008585.1_protein_labels.pkl,110
CP095391.1_255,other,defense,0.99083626,GB_GCA_023008585.1_protein_labels.pkl,114
CP095391.1_427,SoFic__SoFic,defense,0.99370354,GB_GCA_023008585.1_protein_labels.pkl,119
CP095391.1_503,other,defense,0.9915195,GB_GCA_023008585.1_protein_labels.pkl,122
CP095392.1_232,RM_Type_IV__Type_IV_REases,defense,0.99755317,GB_GCA_023008585.1_protein_labels.pkl,131
CP095392.1_233,RM_Type_IV__Type_IV_REases,defense,0.9915598,GB_GCA_023008585.1_protein_labels.pkl,131
CP095392.1_235,RM_Type_IIG__Type_IIG,defense,0.9958754,GB_GCA_023008585.1_protein_labels.pkl,132
CP095393.1_23,dGTPase__Sp_dGTPase,defense,0.9989353,GB_GCA_023008585.1_protein_labels.pkl,133
CP095393.1_96,RM_Type_IIG__Type_IIG,defense,0.9956364,GB_GCA_023008585.1_protein_labels.pkl,135
JALTZF010000050.1_19,RM_Type_II__Type_II_MTases,defense,0.99908483,GB_GCA_027046265.1_protein_labels.pkl,25
JASEFH010000010.1_95,RM_Type_II__Type_II_MTases,defense,0.99997985,GB_GCA_030019205.1_protein_labels.pkl,2
JASEFH010000011.1_27,RM_Type_II__Type_II_REases,defense,0.99997485,GB_GCA_030019205.1_protein_labels.pkl,3
JASEFH010000013.1_12,cas1_I_II_III_IV_V_VI_10,defense,0.9998903,GB_GCA_030019205.1_protein_labels.pkl,8
JASEFH010000013.1_40,GasderMIN__bGSDM,defense,0.9998789,GB_GCA_030019205.1_protein_labels.pkl,9
JASEFH010000016.1_63,RM_Type_II__Type_II_MTases,defense,0.99997604,GB_GCA_030019205.1_protein_labels.pkl,15
JASEFH010000017.1_56,RM__Type_I_MTases,defense,0.9998988,GB_GCA_030019205.1_protein_labels.pkl,17
JASEFH010000018.1_30,RnlAB__RnlB,defense,0.99808747,GB_GCA_030019205.1_protein_labels.pkl,18
JASEFH010000019.1_58,AbiEii__AbiEii,defense,0.99725974,GB_GCA_030019205.1_protein_labels.pkl,21
JASEFH010000001.1_13,csf4_IV-A_1,defense,0.9991491,GB_GCA_030019205.1_protein_labels.pkl,22
JASEFH010000001.1_133,other,defense,0.9968515,GB_GCA_030019205.1_protein_labels.pkl,26
JASEFH010000001.1_267,other,defense,0.9998005,GB_GCA_030019205.1_protein_labels.pkl,30
JASEFH010000023.1_40,other,defense,0.9909985,GB_GCA_030019205.1_protein_labels.pkl,37
JASEFH010000027.1_14,BREX__brxC,defense,0.99229664,GB_GCA_030019205.1_protein_labels.pkl,40
JASEFH010000027.1_15,BREX__brxB_DUF1788,defense,0.99264014,GB_GCA_030019205.1_protein_labels.pkl,41
JASEFH010000027.1_16,BREX__brxA_DUF1819,defense,0.9955611,GB_GCA_030019205.1_protein_labels.pkl,41
JASEFH010000002.1_1,cas2_I_II_III_IV_V_VI_3,defense,0.9957207,GB_GCA_030019205.1_protein_labels.pkl,42
JASEFH010000002.1_2,cas1_I_II_III_IV_V_VI_6,defense,0.99299824,GB_GCA_030019205.1_protein_labels.pkl,42
JASEFH010000002.1_3,cas4_I_II_III_IV_V_VI_6,defense,0.991711,GB_GCA_030019205.1_protein_labels.pkl,42
JASEFH010000002.1_4,cas7_I-C_7,defense,0.99646914,GB_GCA_030019205.1_protein_labels.pkl,42
JASEFH010000038.1_2,BREX__pglXI,defense,0.999977,GB_GCA_030019205.1_protein_labels.pkl,53
JASEFH010000003.1_11,RM_Type_II__Type_II_MTases,defense,0.9974153,GB_GCA_030019205.1_protein_labels.pkl,54
JASEFH010000003.1_72,RM_Type_II__Type_II_MTases,defense,0.99976975,GB_GCA_030019205.1_protein_labels.pkl,56
JASEFH010000045.1_2,RM__Type_I_REases,defense,0.99998605,GB_GCA_030019205.1_protein_labels.pkl,60
JASEFH010000004.1_61,other,defense,0.9923316,GB_GCA_030019205.1_protein_labels.pkl,63
JASEFH010000005.1_10,other,defense,0.99931085,GB_GCA_030019205.1_protein_labels.pkl,68
JASEFH010000006.1_92,RM_Type_IIG__Type_IIG,defense,0.999966,GB_GCA_030019205.1_protein_labels.pkl,75
JASEFH010000007.1_87,RM_Type_II__Type_II_MTases,defense,0.9962025,GB_GCA_030019205.1_protein_labels.pkl,79
JASEFH010000008.1_83,RM_Type_II__Type_II_MTases,defense,0.99915814,GB_GCA_030019205.1_protein_labels.pkl,82
JASEFH010000009.1_63,cas6f_I_II_III_IV_V_VI_3,defense,0.99930215,GB_GCA_030019205.1_protein_labels.pkl,84
JAOZSQ010000079.1_7,RnlAB__RnlB,defense,0.99555534,GB_GCA_029939595.1_protein_labels.pkl,6
JAOZSQ010000085.1_4,other,defense,0.99434304,GB_GCA_029939595.1_protein_labels.pkl,13
JAOZSQ010000036.1_6,GAPS2__GAPS2,defense,0.99706715,GB_GCA_029939595.1_protein_labels.pkl,16
JAOZSQ010000001.1_84,other,defense,0.999713,GB_GCA_029939595.1_protein_labels.pkl,19
JAOZSQ010000001.1_140,other,defense,0.99450666,GB_GCA_029939595.1_protein_labels.pkl,21
JAOZSQ010000001.1_577,other,defense,0.994572,GB_GCA_029939595.1_protein_labels.pkl,35
JAOZSQ010000001.1_622,RosmerTA__RmrT_2585209417,defense,0.99518895,GB_GCA_029939595.1_protein_labels.pkl,36
JAOZSQ010000003.1_85,MazEF__MazE,defense,0.9995865,GB_GCA_029939595.1_protein_labels.pkl,48
JAOZSQ010000009.1_43,other,defense,0.992786,GB_GCA_029939595.1_protein_labels.pkl,51
JAOZSQ010000102.1_1,RM_Type_II__Type_II_MTases,defense,0.99978846,GB_GCA_029939595.1_protein_labels.pkl,55
JAOZSQ010000102.1_2,RM_Type_II__Type_II_REases,defense,0.9976036,GB_GCA_029939595.1_protein_labels.pkl,55
JAOZSQ010000049.1_20,RM_Type_IIG__Type_IIG,defense,0.9999777,GB_GCA_029939595.1_protein_labels.pkl,56
JAOZSQ010000054.1_7,other,defense,0.99657696,GB_GCA_029939595.1_protein_labels.pkl,62
JAOZSQ010000015.1_31,Shango__SngC,defense,0.99048024,GB_GCA_029939595.1_protein_labels.pkl,66
JAOZSQ010000018.1_36,RM_Type_II__Type_II_REases,defense,0.99983585,GB_GCA_029939595.1_protein_labels.pkl,70
JAOZSQ010000119.1_5,RM_Type_II__Type_II_MTases,defense,0.99232215,GB_GCA_029939595.1_protein_labels.pkl,72
JAOZSQ010000063.1_6,AbiEii__AbiEii,defense,0.99922585,GB_GCA_029939595.1_protein_labels.pkl,73
JAOZSQ010000063.1_7,AbiEii__AbiEi_1,defense,0.999225,GB_GCA_029939595.1_protein_labels.pkl,73
JAOZSQ010000019.1_24,other,defense,0.99862504,GB_GCA_029939595.1_protein_labels.pkl,74
JAOZSQ010000066.1_2,AbiEii__AbiEii,defense,0.9994148,GB_GCA_029939595.1_protein_labels.pkl,75
JAOZSQ010000068.1_1,RM__Type_I_MTases,defense,0.9998821,GB_GCA_029939595.1_protein_labels.pkl,77
JAOZSQ010000004.1_58,Avs_I__Avs1C,defense,0.9931961,GB_GCA_029939595.1_protein_labels.pkl,79
JAOZSQ010000127.1_3,RM_Type_II__Type_II_MTases,defense,0.9989826,GB_GCA_029939595.1_protein_labels.pkl,81
JAOZSQ010000022.1_20,other,defense,0.991682,GB_GCA_029939595.1_protein_labels.pkl,82
JAOZSQ010000024.1_25,Shango__SngC,defense,0.99203277,GB_GCA_029939595.1_protein_labels.pkl,84
NZVG01000015.1_25,other,defense,0.99927944,GB_GCA_002698145.1_protein_labels.pkl,3
NZVG01000021.1_39,other,defense,0.9953809,GB_GCA_002698145.1_protein_labels.pkl,10
NZVG01000029.1_57,other,defense,0.99764305,GB_GCA_002698145.1_protein_labels.pkl,22
NZVG01000031.1_1,other,defense,0.9993575,GB_GCA_002698145.1_protein_labels.pkl,24
NZVG01000041.1_11,GAPS2__GAPS2,defense,0.9988856,GB_GCA_002698145.1_protein_labels.pkl,34
NZVG01000051.1_10,pAgo__XAPAZ,defense,0.99404824,GB_GCA_002698145.1_protein_labels.pkl,41
NZVG01000053.1_23,other,defense,0.99943954,GB_GCA_002698145.1_protein_labels.pkl,46
NZVG01000060.1_19,csf4_IV-A_1,defense,0.9927315,GB_GCA_002698145.1_protein_labels.pkl,51
JASEJC010000021.1_15,AbiEii__AbiEi_4,defense,0.997259,GB_GCA_030016755.1_protein_labels.pkl,11
JASEJC010000023.1_15,cas2_I_II_III_IV_V_VI_13,defense,0.9997733,GB_GCA_030016755.1_protein_labels.pkl,12
JASEJC010000029.1_1,CBASS__bacHORMA_2,defense,0.9943667,GB_GCA_030016755.1_protein_labels.pkl,14
JASEJC010000031.1_9,cas2_I_II_III_IV_V_VI_13,defense,0.9937668,GB_GCA_030016755.1_protein_labels.pkl,17
JASEJC010000004.1_33,cas4_I_II_III_IV_V_VI_1,defense,0.9929913,GB_GCA_030016755.1_protein_labels.pkl,24
JASEJC010000050.1_5,other,defense,0.9987445,GB_GCA_030016755.1_protein_labels.pkl,25
JAQUOT010000001.1_146,other,defense,0.9952082,GB_GCA_028716945.1_protein_labels.pkl,4
JAQUOT010000001.1_178,MazEF__MazE,defense,0.9998287,GB_GCA_028716945.1_protein_labels.pkl,5
JAQUOT010000001.1_343,RM_Type_II__Type_II_MTases,defense,0.9985812,GB_GCA_028716945.1_protein_labels.pkl,10
JAQUOT010000001.1_440,other,defense,0.99979585,GB_GCA_028716945.1_protein_labels.pkl,13
JAQUOT010000001.1_554,RnlAB__RnlB,defense,0.9922868,GB_GCA_028716945.1_protein_labels.pkl,17
JAQUOT010000002.1_39,other,defense,0.9968587,GB_GCA_028716945.1_protein_labels.pkl,21
JAQUOT010000002.1_78,cas2_I_II_III_IV_V_VI_4,defense,0.99854636,GB_GCA_028716945.1_protein_labels.pkl,22
JAQUOT010000002.1_227,RM_Type_II__Type_II_MTases,defense,0.9912731,GB_GCA_028716945.1_protein_labels.pkl,26
JAQUOT010000002.1_318,other,defense,0.99046516,GB_GCA_028716945.1_protein_labels.pkl,29
JAPHEF010000001.1_37,other,defense,0.9980731,GB_GCA_029259535.1_protein_labels.pkl,1
JAPHEF010000001.1_93,other,defense,0.9962578,GB_GCA_029259535.1_protein_labels.pkl,2
JAPHEF010000003.1_51,RM__Type_I_MTases,defense,0.9998134,GB_GCA_029259535.1_protein_labels.pkl,9
JAPHEF010000003.1_55,RM__Type_I_S,defense,0.9987984,GB_GCA_029259535.1_protein_labels.pkl,9
JAPHEF010000003.1_58,RM__Type_I_REases,defense,0.9997577,GB_GCA_029259535.1_protein_labels.pkl,9
JAPHEF010000005.1_46,SEFIR__bSEFIR,defense,0.9982767,GB_GCA_029259535.1_protein_labels.pkl,14
JAPHEF010000006.1_1,RM_Type_IIG__Type_IIG,defense,0.9999256,GB_GCA_029259535.1_protein_labels.pkl,15
JAPHEF010000007.1_2,RM_Type_II__Type_II_MTases,defense,0.99949753,GB_GCA_029259535.1_protein_labels.pkl,16
JAPHEF010000007.1_33,RM_Type_IIG__Type_IIG,defense,0.9999629,GB_GCA_029259535.1_protein_labels.pkl,17
JAPHEF010000008.1_2,RM_Type_II__Type_II_MTases,defense,0.9998466,GB_GCA_029259535.1_protein_labels.pkl,18
JAPHEF010000010.1_38,RM_Type_II__Type_II_REases,defense,0.99533623,GB_GCA_029259535.1_protein_labels.pkl,22
JAPHEF010000015.1_9,Tiamat__TmtA_2752664533,defense,0.99994993,GB_GCA_029259535.1_protein_labels.pkl,28
JAPHEF010000020.1_36,RM_Type_II__Type_II_REases,defense,0.9996082,GB_GCA_029259535.1_protein_labels.pkl,35
JAPHEF010000020.1_37,RM_Type_II__Type_II_MTases,defense,0.99964714,GB_GCA_029259535.1_protein_labels.pkl,35
JAPHEF010000022.1_1,BREX__brxHII,defense,0.99963105,GB_GCA_029259535.1_protein_labels.pkl,36
JAPHEF010000023.1_4,RM_Type_II__Type_II_MTases,defense,0.99895334,GB_GCA_029259535.1_protein_labels.pkl,37
JAPHEF010000028.1_9,RM_Type_II__Type_II_MTases,defense,0.9999032,GB_GCA_029259535.1_protein_labels.pkl,43
JAPHEF010000030.1_1,other,defense,0.99367505,GB_GCA_029259535.1_protein_labels.pkl,44
JAPHEF010000033.1_14,RM_Type_II__Type_II_MTases,defense,0.9998596,GB_GCA_029259535.1_protein_labels.pkl,46
JAPHEF010000040.1_4,other,defense,0.99752134,GB_GCA_029259535.1_protein_labels.pkl,51
JAPHEF010000043.1_16,Hachiman__HamB,defense,0.99971217,GB_GCA_029259535.1_protein_labels.pkl,52
JAPHEF010000047.1_6,other,defense,0.9995055,GB_GCA_029259535.1_protein_labels.pkl,54
JAPHEF010000048.1_17,RM_Type_II__Type_II_REases,defense,0.999348,GB_GCA_029259535.1_protein_labels.pkl,55
JAPHEF010000059.1_7,BREX__brxHII,defense,0.99814403,GB_GCA_029259535.1_protein_labels.pkl,59
JAPHEF010000062.1_1,RM__Type_I_MTases,defense,0.9996094,GB_GCA_029259535.1_protein_labels.pkl,60
JAPHEF010000062.1_4,RM__Type_I_REases,defense,0.9997602,GB_GCA_029259535.1_protein_labels.pkl,60
JAPHEF010000066.1_3,RM_Type_II__Type_II_MTases,defense,0.9918058,GB_GCA_029259535.1_protein_labels.pkl,61
JAPHEF010000072.1_2,other,defense,0.9960245,GB_GCA_029259535.1_protein_labels.pkl,62
SUTA01000002.1_36,PARIS_II__AriB_DUF4435_II,defense,0.9989906,GB_GCA_015063135.1_protein_labels.pkl,8
SUTA01000003.1_38,other,defense,0.99996865,GB_GCA_015063135.1_protein_labels.pkl,16
SUTA01000003.1_94,AbiEii__AbiEii,defense,0.99790287,GB_GCA_015063135.1_protein_labels.pkl,18
SUTA01000004.1_28,Shango__SngC,defense,0.99746907,GB_GCA_015063135.1_protein_labels.pkl,20
SUTA01000004.1_74,cas1_I-E_1,defense,0.99852425,GB_GCA_015063135.1_protein_labels.pkl,21
SUTA01000033.1_3,Gao_Iet__IetA,defense,0.9977155,GB_GCA_015063135.1_protein_labels.pkl,25
SUTA01000005.1_8,cas2_I_II_III_IV_V_VI_4,defense,0.99754816,GB_GCA_015063135.1_protein_labels.pkl,26
SUTA01000005.1_88,other,defense,0.99917513,GB_GCA_015063135.1_protein_labels.pkl,28
SUTA01000030.1_6,other,defense,0.9963586,GB_GCA_015063135.1_protein_labels.pkl,30
SUTA01000006.1_50,other,defense,0.9976845,GB_GCA_015063135.1_protein_labels.pkl,32
SUTA01000001.1_129,Rst_HelicaseDUF2290__DUF2290,defense,0.9999231,GB_GCA_015063135.1_protein_labels.pkl,38
SUTA01000001.1_182,RloC__RloC,defense,0.999882,GB_GCA_015063135.1_protein_labels.pkl,39
SUTA01000009.1_87,SoFic__SoFic,defense,0.9999826,GB_GCA_015063135.1_protein_labels.pkl,50
SUTA01000010.1_56,SoFic__SoFic,defense,0.9999957,GB_GCA_015063135.1_protein_labels.pkl,51
SUTA01000040.1_1,RM_Type_II__Type_II_REases,defense,0.99418855,GB_GCA_015063135.1_protein_labels.pkl,54
SUTA01000040.1_2,RM_Type_II__Type_II_MTases,defense,0.99979395,GB_GCA_015063135.1_protein_labels.pkl,54
JAKAUP010000007.1_44,RM_Type_II__Type_II_REases,defense,0.9998369,GB_GCA_021817565.1_protein_labels.pkl,1
JAKAUP010000007.1_65,other,defense,0.9993073,GB_GCA_021817565.1_protein_labels.pkl,2
JAKAUP010000003.1_32,RM_Type_II__Type_II_REases,defense,0.998706,GB_GCA_021817565.1_protein_labels.pkl,9
JAKAUP010000003.1_173,RM_Type_IIG__Type_IIG,defense,0.99964607,GB_GCA_021817565.1_protein_labels.pkl,14
JAKAUP010000006.1_9,RnlAB__RnlA,defense,0.99885154,GB_GCA_021817565.1_protein_labels.pkl,21
JAKAUP010000002.1_5,other,defense,0.9974318,GB_GCA_021817565.1_protein_labels.pkl,24
JAKQFA010000046.1_3,RM__Type_I_S,defense,0.99994123,GB_GCA_029556335.1_protein_labels.pkl,4
JAKQFA010000007.1_2,RM_Type_II__Type_II_MTases,defense,0.9996978,GB_GCA_029556335.1_protein_labels.pkl,7
JAKQFA010000022.1_19,other,defense,0.9996425,GB_GCA_029556335.1_protein_labels.pkl,12
JAKQFA010000056.1_12,other,defense,0.99475926,GB_GCA_029556335.1_protein_labels.pkl,13
JAKQFA010000030.1_58,RM_Type_II__Type_II_MTases,defense,0.9999237,GB_GCA_029556335.1_protein_labels.pkl,16
JAKQFA010000030.1_156,other,defense,0.9921672,GB_GCA_029556335.1_protein_labels.pkl,19
JAKQFA010000006.1_31,RM__Type_I_REases,defense,0.9986273,GB_GCA_029556335.1_protein_labels.pkl,23
JAKQFA010000006.1_140,cas2_I_II_III_IV_V_VI_4,defense,0.99199134,GB_GCA_029556335.1_protein_labels.pkl,27
JAKQFA010000006.1_297,PD-T7-2__PD-T7-2_B,defense,0.9968911,GB_GCA_029556335.1_protein_labels.pkl,32
JAKQFA010000006.1_367,other,defense,0.99755126,GB_GCA_029556335.1_protein_labels.pkl,34
JAKQFA010000006.1_456,cas6_I_II_III_IV_V_VI_20,defense,0.9927406,GB_GCA_029556335.1_protein_labels.pkl,37
JAKQFA010000006.1_458,cas7_I-B_6,defense,0.9942562,GB_GCA_029556335.1_protein_labels.pkl,37
JAKQFA010000006.1_459,cas5_I-B_1,defense,0.9945089,GB_GCA_029556335.1_protein_labels.pkl,37
JAKQFA010000006.1_460,cas3_I_5,defense,0.9966338,GB_GCA_029556335.1_protein_labels.pkl,37
JAKQFA010000006.1_461,cas4_I_II_III_IV_V_VI_6,defense,0.9979133,GB_GCA_029556335.1_protein_labels.pkl,37
JAKQFA010000019.1_2,cas1_I_II_III_IV_V_VI_7,defense,0.9951402,GB_GCA_029556335.1_protein_labels.pkl,56
JAKQFA010000019.1_3,cas4_I_II_III_IV_V_VI_6,defense,0.9977428,GB_GCA_029556335.1_protein_labels.pkl,56
JAKQFA010000019.1_4,cas3_I_5,defense,0.9982462,GB_GCA_029556335.1_protein_labels.pkl,56
JAKQFA010000019.1_6,cas7_I-B_8,defense,0.993768,GB_GCA_029556335.1_protein_labels.pkl,56
JAKQFA010000019.1_8,cas6_I_II_III_IV_V_VI_20,defense,0.99063045,GB_GCA_029556335.1_protein_labels.pkl,56
JAKQFA010000037.1_30,cas4_I_II_III_IV_V_VI_1,defense,0.9981323,GB_GCA_029556335.1_protein_labels.pkl,58
JAAXVZ010000104.1_4,other,defense,0.9999349,GB_GCA_013335235.1_protein_labels.pkl,0
JAAXVZ010000176.1_4,other,defense,0.9992488,GB_GCA_013335235.1_protein_labels.pkl,15
JAAXVZ010000029.1_4,other,defense,0.99794513,GB_GCA_013335235.1_protein_labels.pkl,32
JAAXVZ010000255.1_3,RnlAB__RnlB,defense,0.99573094,GB_GCA_013335235.1_protein_labels.pkl,41
JAAXVZ010000001.1_36,other,defense,0.99202406,GB_GCA_013335235.1_protein_labels.pkl,52
JAAXVZ010000090.1_2,RM_Type_II__Type_II_REases,defense,0.9997634,GB_GCA_013335235.1_protein_labels.pkl,57
JAAXVZ010000094.1_3,PD-T4-10__PD-T4-10_B,defense,0.99435836,GB_GCA_013335235.1_protein_labels.pkl,58
JAGMEO010000109.1_2,other,defense,0.99074906,GB_GCA_023128135.1_protein_labels.pkl,2
JAGMEO010000085.1_3,other,defense,0.99896896,GB_GCA_023128135.1_protein_labels.pkl,22
QMYG01000043.1_1,RM_Type_II__Type_II_MTases,defense,0.9965759,GB_GCA_003662535.1_protein_labels.pkl,15
QMYG01000049.1_5,RM_Type_II__Type_II_MTases,defense,0.9996051,GB_GCA_003662535.1_protein_labels.pkl,17
JAMCQR010000006.1_18,cas4_I_II_III_IV_V_VI_4,defense,0.99987805,GB_GCA_023379555.1_protein_labels.pkl,2
JAMCQR010000008.1_4,PD-T4-10__PD-T4-10_B,defense,0.99426323,GB_GCA_023379555.1_protein_labels.pkl,4
JAMCQR010000012.1_10,AbiEii__AbiEi_4,defense,0.9986308,GB_GCA_023379555.1_protein_labels.pkl,6
JAMCQR010000012.1_11,AbiEii__AbiEii,defense,0.9994041,GB_GCA_023379555.1_protein_labels.pkl,6
JAMCQR010000027.1_3,other,defense,0.993923,GB_GCA_023379555.1_protein_labels.pkl,15
JAMCQR010000038.1_6,RnlAB__RnlB,defense,0.99526215,GB_GCA_023379555.1_protein_labels.pkl,23
JAMCQR010000053.1_3,other,defense,0.99692243,GB_GCA_023379555.1_protein_labels.pkl,29
JAMCQR010000054.1_44,cas2_I_II_III_IV_V_VI_4,defense,0.9976641,GB_GCA_023379555.1_protein_labels.pkl,31
JAMCQR010000054.1_103,RM_Type_II__Type_II_REases,defense,0.9960788,GB_GCA_023379555.1_protein_labels.pkl,33
JAMCQR010000057.1_21,cas2_I_II_III_IV_V_VI_4,defense,0.9975502,GB_GCA_023379555.1_protein_labels.pkl,36
PULU01000051.1_11,other,defense,0.9937774,GB_GCA_003551065.1_protein_labels.pkl,3
PULU01000100.1_9,AbiEii__AbiEii,defense,0.9987936,GB_GCA_003551065.1_protein_labels.pkl,4
PULU01000087.1_8,RM_Type_II__Type_II_MTases,defense,0.9991755,GB_GCA_003551065.1_protein_labels.pkl,8
PULU01000093.1_22,other,defense,0.9945926,GB_GCA_003551065.1_protein_labels.pkl,14
PULU01000133.1_2,other,defense,0.99537,GB_GCA_003551065.1_protein_labels.pkl,16
PULU01000015.1_4,other,defense,0.9919878,GB_GCA_003551065.1_protein_labels.pkl,17
PULU01000125.1_9,RM_Type_II__Type_II_MTases,defense,0.9997826,GB_GCA_003551065.1_protein_labels.pkl,19
PULU01000125.1_10,RM_Type_II__Type_II_REases,defense,0.99980277,GB_GCA_003551065.1_protein_labels.pkl,19
PULU01000136.1_14,other,defense,0.99196285,GB_GCA_003551065.1_protein_labels.pkl,21
PULU01000025.1_3,other,defense,0.9962289,GB_GCA_003551065.1_protein_labels.pkl,25
PULU01000068.1_5,cas4_I_II_III_IV_V_VI_6,defense,0.99996877,GB_GCA_003551065.1_protein_labels.pkl,26
PULU01000068.1_6,cas1_I_II_III_IV_V_VI_10,defense,0.9987224,GB_GCA_003551065.1_protein_labels.pkl,27
PULU01000090.1_4,other,defense,0.9975656,GB_GCA_003551065.1_protein_labels.pkl,40
JAQZDA010000037.1_8,other,defense,0.99950254,GB_GCA_028751075.1_protein_labels.pkl,1
JAQZDA010000008.1_35,other,defense,0.99694234,GB_GCA_028751075.1_protein_labels.pkl,15
JAQZDA010000008.1_89,RM__Type_I_REases,defense,0.99897987,GB_GCA_028751075.1_protein_labels.pkl,17
JAQZDA010000015.1_22,MazEF__MazE,defense,0.9995377,GB_GCA_028751075.1_protein_labels.pkl,19
JAQZDA010000011.1_4,other,defense,0.99394363,GB_GCA_028751075.1_protein_labels.pkl,21
JAQZDA010000011.1_23,MazEF__MazE,defense,0.9905663,GB_GCA_028751075.1_protein_labels.pkl,22
JAQZDA010000038.1_13,MazEF__MazE,defense,0.9907568,GB_GCA_028751075.1_protein_labels.pkl,26
JAQZDA010000004.1_77,RM_Type_II__Type_II_REases,defense,0.99063265,GB_GCA_028751075.1_protein_labels.pkl,29
JAQZDA010000004.1_111,other,defense,0.99844044,GB_GCA_028751075.1_protein_labels.pkl,30
JAQZDA010000025.1_25,RM_Type_II__Type_II_REases,defense,0.99991965,GB_GCA_028751075.1_protein_labels.pkl,32
JAQZDA010000039.1_23,RM_Type_IIG__Type_IIG,defense,0.9964057,GB_GCA_028751075.1_protein_labels.pkl,33
JAQZDA010000001.1_94,RM__Type_I_MTases,defense,0.9970843,GB_GCA_028751075.1_protein_labels.pkl,36
JAQZDA010000001.1_95,RM__Type_I_S,defense,0.9941875,GB_GCA_028751075.1_protein_labels.pkl,36
JAQZDA010000001.1_98,RM__Type_I_REases,defense,0.99401504,GB_GCA_028751075.1_protein_labels.pkl,36
JAQZDA010000001.1_155,other,defense,0.99946886,GB_GCA_028751075.1_protein_labels.pkl,38
JAQZDA010000003.1_128,other,defense,0.9973974,GB_GCA_028751075.1_protein_labels.pkl,43
